date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate
2024-01-14,New Zealand,Pakistan,"Seddon Park, Hamilton",Pakistan,field,T20,2023/24,New Zealand,1,0,0.5508021390374331,0.6201923076923077,0.8,0.2,0.4117647058823529,0.5882352941176471,0.5,0.5
2024-01-16,Sri Lanka,Zimbabwe,"R Premadasa Stadium, Colombo",Zimbabwe,field,T20,2023/24,Zimbabwe,0,0,0.44642857142857145,0.3706896551724138,0.4,0.4,1.0,0.0,0.3333333333333333,0.0
2024-01-17,New Zealand,Pakistan,"University Oval, Dunedin",Pakistan,field,T20,2023/24,New Zealand,1,0,0.5531914893617021,0.6172248803827751,0.8,0.2,0.42857142857142855,0.5714285714285714,1.0,0.5
2024-01-18,Zimbabwe,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field,T20,2023/24,Sri Lanka,0,0,0.37606837606837606,0.4437869822485207,0.4,0.2,0.25,0.75,0.5,0.3
2024-01-19,Pakistan,New Zealand,"Hagley Oval, Christchurch",New Zealand,field,T20,2023/24,New Zealand,0,0,0.6142857142857143,0.5555555555555556,0.2,0.8,0.5555555555555556,0.4444444444444444,0.8,0.6
2024-01-21,Pakistan,New Zealand,"Hagley Oval, Christchurch",Pakistan,bat,T20,2023/24,Pakistan,1,1,0.6113744075829384,0.5578947368421052,0.0,1.0,0.5405405405405406,0.4594594594594595,0.6666666666666666,0.6666666666666666
2024-01-27,Myanmar,Cambodia,"Terdthai Cricket Ground, Bangkok",Cambodia,field,T20,2023/24,Cambodia,0,0,0.0,0.3333333333333333,0.0,0.4,0.5,0.5,0.5,0.5
2024-01-28,Cambodia,China,"Terdthai Cricket Ground, Bangkok",Cambodia,bat,T20,2023/24,Cambodia,1,1,0.42857142857142855,0.25,0.6,0.25,0.5,0.5,1.0,0.5
2024-02-01,Indonesia,Bhutan,"Terdthai Cricket Ground, Bangkok",Bhutan,field,T20,2023/24,Indonesia,1,0,0.5882352941176471,0.5,0.4,0.4,0.5,0.5,0.5,0.5
2024-02-02,Japan,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field,T20,2023/24,Japan,1,0,0.5454545454545454,0.23529411764705882,0.4,0.6,0.5,0.5,0.5,0.5
2024-02-02,Singapore,Maldives,"Terdthai Cricket Ground, Bangkok",Singapore,bat,T20,2023/24,Singapore,1,1,0.3055555555555556,0.15789473684210525,0.0,0.0,0.5,0.5,0.5,0.5
2024-02-03,Indonesia,Cambodia,"Terdthai Cricket Ground, Bangkok",Indonesia,bat,T20,2023/24,Cambodia,0,1,0.6111111111111112,0.5,0.6,0.8,0.6666666666666666,0.3333333333333333,1.0,1.0
2024-02-03,Bhutan,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field,T20,2023/24,Saudi Arabia,0,0,0.46153846153846156,0.3333333333333333,0.4,0.4,0.5,0.5,0.0,0.5
2024-02-04,Japan,Maldives,"Terdthai Cricket Ground, Bangkok",Japan,bat,T20,2023/24,Japan,1,1,0.5833333333333334,0.15,0.4,0.0,0.5,0.5,1.0,0.0
2024-02-04,Singapore,Thailand,"Terdthai Cricket Ground, Bangkok",Singapore,bat,T20,2023/24,Thailand,0,1,0.32432432432432434,0.2222222222222222,0.2,0.6,1.0,0.0,1.0,0.0
2024-02-05,Saudi Arabia,Indonesia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,bat,T20,2023/24,Saudi Arabia,1,1,0.375,0.5789473684210527,0.6,0.4,0.5,0.5,1.0,0.5
2024-02-06,Singapore,Japan,"Terdthai Cricket Ground, Bangkok",Japan,field,T20,2023/24,Singapore,1,0,0.3157894736842105,0.6153846153846154,0.2,0.6,0.5,0.5,0.5,1.0
2024-02-06,Maldives,Thailand,"Terdthai Cricket Ground, Bangkok",Maldives,bat,T20,2023/24,Thailand,0,1,0.14285714285714285,0.2631578947368421,0.0,0.6,0.6666666666666666,0.3333333333333333,0.0,0.5
2024-02-07,Maldives,Bhutan,"Terdthai Cricket Ground, Bangkok",Maldives,bat,T20,2023/24,Maldives,1,1,0.13636363636363635,0.42857142857142855,0.0,0.2,0.3333333333333333,0.6666666666666666,0.0,0.0
2024-02-07,Indonesia,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field,T20,2023/24,Thailand,0,0,0.55,0.3,0.2,0.6,0.5,0.5,0.3333333333333333,0.6666666666666666
2024-02-09,Australia,West Indies,"Bellerive Oval, Hobart",West Indies,field,T20,2023/24,Australia,1,0,0.5402298850574713,0.4437869822485207,0.2,0.6,0.47368421052631576,0.5263157894736842,0.5,0.3333333333333333
2024-02-09,Singapore,Cambodia,"Terdthai Cricket Ground, Bangkok",Singapore,bat,T20,2023/24,Cambodia,0,1,0.3333333333333333,0.5555555555555556,0.4,0.8,0.5,0.5,0.6666666666666666,1.0
2024-02-09,Japan,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field,T20,2023/24,Saudi Arabia,0,0,0.5714285714285714,0.4117647058823529,0.4,0.8,0.5,0.5,0.6666666666666666,1.0
2024-02-11,Cambodia,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field,T20,2023/24,Saudi Arabia,0,0,0.6,0.4444444444444444,0.8,0.8,0.5,0.5,1.0,1.0
2024-02-11,Japan,Singapore,"Terdthai Cricket Ground, Bangkok",Singapore,field,T20,2023/24,Singapore,0,0,0.5333333333333333,0.325,0.4,0.4,0.0,1.0,0.5,0.5
2024-02-11,Australia,West Indies,Adelaide Oval,West Indies,field,T20,2023/24,Australia,1,0,0.5428571428571428,0.4411764705882353,0.4,0.4,0.5,0.5,0.4,0.5
2024-02-12,Saudi Arabia,Maldives,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,bat,T20,2023/24,Saudi Arabia,1,1,0.47368421052631576,0.17391304347826086,0.8,0.2,1.0,0.0,1.0,0.25
2024-02-12,Bhutan,Thailand,"Terdthai Cricket Ground, Bangkok",Bhutan,bat,T20,2023/24,Thailand,0,1,0.4,0.3333333333333333,0.2,0.6,0.6666666666666666,0.3333333333333333,0.0,0.75
2024-02-13,Thailand,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field,T20,2023/24,Saudi Arabia,0,0,0.36363636363636365,0.5,0.8,1.0,0.5,0.5,0.8,1.0
2024-02-13,Bhutan,Maldives,"Terdthai Cricket Ground, Bangkok",Bhutan,bat,T20,2023/24,Maldives,0,1,0.375,0.16666666666666666,0.0,0.2,0.5,0.5,0.0,0.2
2024-02-13,West Indies,Australia,Perth Stadium,West Indies,bat,T20,2023/24,West Indies,1,1,0.43859649122807015,0.5454545454545454,0.2,0.6,0.47619047619047616,0.5238095238095238,0.5,0.6666666666666666
2024-02-14,Japan,Hong Kong,"Mission Road Ground, Mong Kok, Hong Kong",Japan,bat,T20,2023/24,Hong Kong,0,1,0.5,0.3968253968253968,0.4,0.4,0.5,0.5,0.5,1.0
2024-02-14,Hong Kong,China,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,bat,T20,2023/24,Hong Kong,1,1,0.40625,0.2,0.6,0.2,0.5,0.5,1.0,0.5
2024-02-15,Maldives,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field,T20,2023/24,Thailand,0,0,0.2,0.34782608695652173,0.4,0.8,0.5,0.5,0.3333333333333333,0.6666666666666666
2024-02-15,Saudi Arabia,Bhutan,"Terdthai Cricket Ground, Bangkok",Bhutan,field,T20,2023/24,Saudi Arabia,1,0,0.5238095238095238,0.35294117647058826,1.0,0.0,1.0,0.0,1.0,0.0
2024-02-15,Hong Kong,Japan,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,bat,T20,2023/24,Hong Kong,1,1,0.4153846153846154,0.47058823529411764,0.6,0.2,1.0,0.0,1.0,0.0
2024-02-15,Japan,China,"Mission Road Ground, Mong Kok, Hong Kong",Japan,bat,T20,2023/24,Japan,1,1,0.4444444444444444,0.16666666666666666,0.0,0.2,0.5,0.5,0.0,0.0
2024-02-16,Japan,China,"Mission Road Ground, Mong Kok, Hong Kong",Japan,bat,T20,2023/24,Japan,1,1,0.47368421052631576,0.14285714285714285,0.2,0.2,1.0,0.0,0.3333333333333333,0.0
2024-02-16,Thailand,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field,T20,2023/24,Saudi Arabia,0,0,0.375,0.5454545454545454,0.8,1.0,0.0,1.0,0.7142857142857143,1.0
2024-02-16,Maldives,Bhutan,"Terdthai Cricket Ground, Bangkok",Maldives,bat,T20,2023/24,Bhutan,0,1,0.19230769230769232,0.3333333333333333,0.4,0.0,0.6,0.4,0.2857142857142857,0.0
2024-02-16,China,Hong Kong,"Mission Road Ground, Mong Kok, Hong Kong",China,bat,T20,2023/24,Hong Kong,0,1,0.125,0.42424242424242425,0.2,0.6,0.0,1.0,0.0,1.0
2024-02-17,Hong Kong,Japan,"Mission Road Ground, Mong Kok, Hong Kong",Japan,field,T20,2023/24,Hong Kong,1,0,0.43283582089552236,0.5,0.8,0.4,1.0,0.0,1.0,0.5
2024-02-21,New Zealand,Australia,"Sky Stadium, Wellington",New Zealand,bat,T20,2023/24,Australia,0,1,0.5549738219895288,0.5423728813559322,0.8,0.4,0.3333333333333333,0.6666666666666666,0.5,0.5
2024-02-23,Australia,New Zealand,"Eden Park, Auckland",New Zealand,field,T20,2023/24,Australia,1,0,0.5449438202247191,0.5520833333333334,0.6,0.6,0.6875,0.3125,0.5,1.0
2024-02-25,Australia,New Zealand,"Eden Park, Auckland",New Zealand,field,T20,2023/24,Australia,1,0,0.547486033519553,0.5492227979274611,0.8,0.4,0.7058823529411765,0.29411764705882354,1.0,0.5
2024-02-27,Namibia,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,bat,T20,2023/24,Namibia,1,1,0.7,0.6290322580645161,1.0,0.6,0.5,0.5,0.5,0.7857142857142857
2024-02-27,Hong Kong,Qatar,University of Doha for Science and Technology,Qatar,field,T20,2023/24,Hong Kong,1,0,0.4411764705882353,0.55,1.0,0.4,0.5,0.5,0.5,0.5
2024-02-28,Netherlands,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,T20,2023/24,Netherlands,1,0,0.5375,0.6190476190476191,0.4,0.6,0.5,0.5,0.5,0.7333333333333333
2024-02-29,Netherlands,Namibia,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,bat,T20,2023/24,Netherlands,1,1,0.5432098765432098,0.7058823529411765,0.6,1.0,0.6666666666666666,0.3333333333333333,0.6,1.0
2024-02-29,Hong Kong,Qatar,University of Doha for Science and Technology,Hong Kong,bat,T20,2023/24,Qatar,0,1,0.4492753623188406,0.5238095238095238,1.0,0.4,1.0,0.0,1.0,0.0
2024-03-01,Nepal,Namibia,"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,field,T20,2023/24,Nepal,1,0,0.609375,0.6923076923076923,0.4,0.8,0.0,1.0,0.6875,0.5
2024-03-02,Netherlands,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,bat,T20,2023/24,Nepal,0,1,0.5487804878048781,0.6153846153846154,0.8,0.4,0.5714285714285714,0.42857142857142855,0.6666666666666666,0.7058823529411765
2024-03-04,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,field,T20,2023/24,Sri Lanka,1,0,0.4470588235294118,0.3669064748201439,0.4,0.6,0.6923076923076923,0.3076923076923077,1.0,0.0
2024-03-05,Kuwait,Bahrain,"Bayuemas Oval, Kuala Lumpur",Bahrain,field,T20,2023/24,Bahrain,0,0,0.59375,0.4594594594594595,0.6,0.4,0.8888888888888888,0.1111111111111111,0.5,0.5
2024-03-05,Vanuatu,Tanzania,"Bayuemas Oval, Kuala Lumpur",Tanzania,field,T20,2023/24,Vanuatu,1,0,0.5,0.6086956521739131,0.4,0.2,0.5,0.5,0.5,0.5
2024-03-05,Nepal,Netherlands,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,bat,T20,2023/24,Netherlands,0,1,0.6212121212121212,0.5421686746987951,0.6,0.8,0.5,0.5,0.7222222222222222,0.5714285714285714
2024-03-06,Papua New Guinea,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,T20,2023/24,Oman,0,0,0.5581395348837209,0.5192307692307693,1.0,1.0,0.0,1.0,0.0,0.45454545454545453
2024-03-06,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,field,T20,2023/24,Bangladesh,0,0,0.4502923976608187,0.36428571428571427,0.6,0.4,0.7142857142857143,0.2857142857142857,1.0,0.0
2024-03-06,Tanzania,Kuwait,"Bayuemas Oval, Kuala Lumpur",Tanzania,bat,T20,2023/24,Kuwait,0,1,0.5957446808510638,0.5757575757575758,0.2,0.4,0.5,0.5,0.0,0.0
2024-03-06,Malaysia,Vanuatu,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,T20,2023/24,Malaysia,1,1,0.5614035087719298,0.5238095238095238,0.2,0.6,0.4,0.6,0.75,1.0
2024-03-07,Malaysia,Bahrain,"Bayuemas Oval, Kuala Lumpur",Bahrain,field,T20,2023/24,Bahrain,0,0,0.5689655172413793,0.47368421052631576,0.4,0.4,0.6666666666666666,0.3333333333333333,0.7777777777777778,1.0
2024-03-07,Vanuatu,Kuwait,"Bayuemas Oval, Kuala Lumpur",Kuwait,field,T20,2023/24,Kuwait,0,0,0.5,0.5882352941176471,0.6,0.4,0.5,0.5,0.5,0.5
2024-03-07,Oman,Papua New Guinea,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Papua New Guinea,field,T20,2023/24,Papua New Guinea,0,0,0.5283018867924528,0.5454545454545454,1.0,0.8,1.0,0.0,0.4782608695652174,0.0
2024-03-08,Papua New Guinea,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,T20,2023/24,Oman,0,0,0.5555555555555556,0.5185185185185185,0.8,0.8,0.3333333333333333,0.6666666666666666,0.2,0.4583333333333333
2024-03-09,Hong Kong,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field,T20,2023/24,Hong Kong,1,0,0.44285714285714284,0.6119402985074627,0.8,0.4,0.42857142857142855,0.5714285714285714,1.0,0.5
2024-03-09,Kuwait,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field,T20,2023/24,Malaysia,0,0,0.6,0.559322033898305,0.6,0.4,0.0,1.0,0.6666666666666666,0.7
2024-03-09,Bahrain,Tanzania,"Bayuemas Oval, Kuala Lumpur",Tanzania,field,T20,2023/24,Bahrain,1,0,0.48717948717948717,0.5833333333333334,0.6,0.2,0.5,0.5,1.0,0.0
2024-03-09,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,field,T20,2023/24,Sri Lanka,1,0,0.4476744186046512,0.36879432624113473,0.6,0.6,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25
2024-03-10,Tanzania,Malaysia,"Bayuemas Oval, Kuala Lumpur",Tanzania,bat,T20,2023/24,Malaysia,0,1,0.5714285714285714,0.5666666666666667,0.2,0.6,0.5,0.5,0.0,0.7272727272727273
2024-03-10,Bahrain,Vanuatu,"Bayuemas Oval, Kuala Lumpur",Bahrain,bat,T20,2023/24,Bahrain,1,1,0.5,0.4782608695652174,0.6,0.6,0.5,0.5,1.0,0.3333333333333333
2024-03-11,Scotland,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field,T20,2023/24,United Arab Emirates,0,0,0.5151515151515151,0.5,1.0,0.8,0.6666666666666666,0.3333333333333333,0.4,0.125
2024-03-11,Malaysia,Bahrain,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,T20,2023/24,Bahrain,0,1,0.5737704918032787,0.5121951219512195,0.8,0.8,0.5,0.5,0.75,1.0
2024-03-11,Vanuatu,Kuwait,"Bayuemas Oval, Kuala Lumpur",Kuwait,field,T20,2023/24,Kuwait,0,0,0.4583333333333333,0.5833333333333334,0.4,0.6,0.0,1.0,0.25,0.5
2024-03-12,Hong Kong,Papua New Guinea,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,bat,T20,2023/24,Papua New Guinea,0,1,0.4507042253521127,0.5434782608695652,0.8,0.6,0.5,0.5,1.0,0.5
2024-03-12,Nepal,Papua New Guinea,"Mission Road Ground, Mong Kok, Hong Kong",Papua New Guinea,field,T20,2023/24,Nepal,1,0,0.6029411764705882,0.5531914893617021,0.4,0.6,0.75,0.25,0.0,1.0
2024-03-13,Papua New Guinea,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field,T20,2023/24,Papua New Guinea,1,0,0.5416666666666666,0.6086956521739131,0.4,0.6,0.2,0.8,0.5,0.5
2024-03-13,Scotland,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field,T20,2023/24,Scotland,1,0,0.5074626865671642,0.5068493150684932,0.8,0.8,0.5,0.5,0.36363636363636365,0.2222222222222222
2024-03-14,Scotland,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field,T20,2023/24,Scotland,1,0,0.5147058823529411,0.5,0.8,0.6,0.6,0.4,0.4166666666666667,0.2
2024-03-16,Papua New Guinea,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field,T20,2023/24,Papua New Guinea,1,0,0.5510204081632653,0.5645161290322581,0.6,0.6,0.75,0.25,1.0,0.6923076923076923
2024-03-17,Malaysia,Papua New Guinea,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,T20,2023/24,Malaysia,1,1,0.5555555555555556,0.56,0.4,0.6,0.2,0.8,0.6428571428571429,1.0
2024-03-17,South Africa,Ghana,"Achimota Senior Secondary School A Field, Accra",South Africa,bat,T20,2023/24,South Africa,1,1,0.5602409638554217,0.3448275862068966,0.2,0.2,0.5,0.5,0.5,0.5
2024-03-17,Tanzania,Nigeria,"Achimota Senior Secondary School B Field, Accra",Tanzania,bat,T20,2023/24,Tanzania,1,1,0.56,0.5111111111111111,0.2,0.2,0.6666666666666666,0.3333333333333333,0.5,0.5
2024-03-17,Uganda,Kenya,"Achimota Senior Secondary School B Field, Accra",Uganda,bat,T20,2023/24,Uganda,1,1,0.7916666666666666,0.5079365079365079,0.8,0.4,0.6363636363636364,0.36363636363636365,0.5,0.5
2024-03-17,Zimbabwe,Namibia,"Achimota Senior Secondary School A Field, Accra",Zimbabwe,bat,T20,2023/24,Zimbabwe,1,1,0.3728813559322034,0.6792452830188679,0.2,0.6,0.36363636363636365,0.6363636363636364,0.5,0.5
2024-03-18,Uganda,Ghana,"Achimota Senior Secondary School B Field, Accra",Uganda,bat,T20,2023/24,Uganda,1,1,0.7945205479452054,0.3333333333333333,1.0,0.2,1.0,0.0,1.0,0.5
2024-03-18,Namibia,Nigeria,"Achimota Senior Secondary School B Field, Accra",Namibia,bat,T20,2023/24,Nigeria,0,1,0.6666666666666666,0.5,0.4,0.2,1.0,0.0,0.5,0.0
2024-03-18,Tanzania,Zimbabwe,"Achimota Senior Secondary School A Field, Accra",Tanzania,bat,T20,2023/24,Zimbabwe,0,1,0.5686274509803921,0.37815126050420167,0.2,0.4,0.0,1.0,0.5,1.0
2024-03-20,Tanzania,Namibia,"Achimota Senior Secondary School B Field, Accra",Tanzania,bat,T20,2023/24,Namibia,0,1,0.5576923076923077,0.6545454545454545,0.2,0.2,0.0,1.0,1.0,0.0
2024-03-20,Ghana,Kenya,"Achimota Senior Secondary School B Field, Accra",Ghana,bat,T20,2023/24,Kenya,0,1,0.3225806451612903,0.5,0.2,0.2,0.0,1.0,0.0,0.0
2024-03-20,Nigeria,Zimbabwe,"Achimota Senior Secondary School A Field, Accra",Nigeria,bat,T20,2023/24,Zimbabwe,0,1,0.5106382978723404,0.38333333333333336,0.2,0.6,0.0,1.0,0.5,1.0
2024-03-21,Namibia,Uganda,"Achimota Senior Secondary School A Field, Accra",Namibia,bat,T20,2023/24,Namibia,1,1,0.6607142857142857,0.7972972972972973,0.2,1.0,0.875,0.125,0.0,0.5
2024-03-21,Zimbabwe,Kenya,"Achimota Senior Secondary School A Field, Accra",Zimbabwe,bat,T20,2023/24,Zimbabwe,1,1,0.3884297520661157,0.5076923076923077,0.8,0.2,1.0,0.0,1.0,0.5
2024-03-23,Uganda,Kenya,"Achimota Senior Secondary School A Field, Accra",Uganda,bat,T20,2023/24,Uganda,1,1,0.7866666666666666,0.5,0.8,0.2,0.6666666666666666,0.3333333333333333,0.0,0.0
2024-03-23,Namibia,Zimbabwe,"Achimota Senior Secondary School A Field, Accra",Namibia,bat,T20,2023/24,Zimbabwe,0,1,0.6666666666666666,0.39344262295081966,0.4,0.8,0.5833333333333334,0.4166666666666667,0.5,1.0
2024-04-01,Oman,Namibia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Namibia,field,T20,2024,Namibia,0,0,0.5272727272727272,0.6551724137931034,0.8,0.4,0.0,1.0,0.48,0.5
2024-04-02,Oman,Namibia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,bat,T20,2024,Oman,1,1,0.5178571428571429,0.6610169491525424,0.6,0.6,0.0,1.0,0.46153846153846156,1.0
2024-04-04,Namibia,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,T20,2024,Oman,0,0,0.65,0.5263157894736842,0.6,0.6,0.6666666666666666,0.3333333333333333,0.5,0.48148148148148145
2024-04-05,Namibia,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,T20,2024,Namibia,1,0,0.639344262295082,0.5344827586206896,0.4,0.6,0.5,0.5,0.3333333333333333,0.5
2024-04-07,Canada,United States of America,Prairie View Cricket Complex,United States of America,field,T20,2024,United States of America,0,0,0.6153846153846154,0.5,0.8,0.4,1.0,0.0,0.5,0.5
2024-04-07,Namibia,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Namibia,bat,T20,2024,Namibia,1,1,0.6451612903225806,0.5254237288135594,0.4,0.6,0.6,0.4,0.5,0.4827586206896552
2024-04-09,United States of America,Canada,Prairie View Cricket Complex,Canada,field,T20,2024,United States of America,1,0,0.5263157894736842,0.6,0.4,0.8,0.3333333333333333,0.6666666666666666,1.0,0.0
2024-04-12,Mexico,Costa Rica,Los Reyes Polo Club,Mexico,bat,T20,2024,Mexico,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2024-04-12,Mexico,Costa Rica,Los Reyes Polo Club,Costa Rica,field,T20,2024,Mexico,1,0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0
2024-04-12,Oman,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bahrain,field,T20,2024,Oman,1,0,0.5166666666666667,0.5238095238095238,0.4,1.0,0.5,0.5,0.4666666666666667,0.3076923076923077
2024-04-12,Kuwait,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),United Arab Emirates,field,T20,2024,United Arab Emirates,0,0,0.5945945945945946,0.49333333333333335,0.6,0.4,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666
2024-04-12,Malaysia,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Malaysia,bat,T20,2024,Nepal,0,1,0.5625,0.6,0.6,0.4,0.0,1.0,0.5,0.5
2024-04-12,Hong Kong,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Hong Kong,bat,T20,2024,Hong Kong,1,1,0.4444444444444444,0.5454545454545454,0.6,0.6,0.5,0.5,0.5,0.0
2024-04-12,United States of America,Canada,Prairie View Cricket Complex,Canada,field,T20,2024,United States of America,1,0,0.55,0.5853658536585366,0.4,0.6,0.5,0.5,1.0,0.0
2024-04-13,Costa Rica,Mexico,Los Reyes Polo Club,Costa Rica,bat,T20,2024,Costa Rica,1,1,0.0,0.75,0.0,0.75,0.0,1.0,0.0,1.0
2024-04-13,Cambodia,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Cambodia,bat,T20,2024,Kuwait,0,1,0.5454545454545454,0.5789473684210527,0.8,0.6,0.5,0.5,0.5,0.75
2024-04-13,United Arab Emirates,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,field,T20,2024,United Arab Emirates,1,0,0.5,0.5116279069767442,0.4,0.8,0.3333333333333333,0.6666666666666666,0.75,0.75
2024-04-13,Nepal,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,bat,T20,2024,Nepal,1,1,0.6056338028169014,0.5217391304347826,0.4,0.4,0.0,1.0,0.5454545454545454,0.0
2024-04-13,Malaysia,Saudi Arabia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Malaysia,bat,T20,2024,Malaysia,1,1,0.5538461538461539,0.5652173913043478,0.4,1.0,0.5,0.5,0.5,0.0
2024-04-13,Canada,United States of America,Prairie View Cricket Complex,Canada,bat,T20,2024,United States of America,0,1,0.5714285714285714,0.5714285714285714,0.4,0.6,0.4,0.6,0.0,1.0
2024-04-14,Oman,Cambodia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Cambodia,field,T20,2024,Oman,1,0,0.5245901639344263,0.5,0.6,0.6,0.5,0.5,0.3333333333333333,0.5
2024-04-14,Jersey,Spain,La Manga Club Top Ground,Jersey,bat,T20,2024,Spain,0,1,0.6296296296296297,0.72,0.4,0.8,0.5,0.5,0.5,0.5
2024-04-14,Jersey,Spain,La Manga Club Top Ground,Spain,field,T20,2024,Spain,0,0,0.6071428571428571,0.7307692307692307,0.4,1.0,0.0,1.0,0.0,1.0
2024-04-14,Mexico,Costa Rica,Los Reyes Polo Club,Mexico,bat,T20,2024,Mexico,1,1,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
2024-04-14,Saudi Arabia,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Saudi Arabia,bat,T20,2024,Saudi Arabia,1,1,0.5416666666666666,0.4520547945205479,0.8,0.6,0.5,0.5,0.0,1.0
2024-04-15,Hong Kong,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,field,T20,2024,Nepal,0,0,0.44594594594594594,0.6111111111111112,0.4,0.6,0.5,0.5,0.5,0.5833333333333334
2024-04-15,Kuwait,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,field,T20,2024,Kuwait,1,0,0.5897435897435898,0.5,0.6,0.6,0.8,0.2,0.5,0.6
2024-04-15,United Arab Emirates,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,T20,2024,Oman,0,0,0.5064935064935064,0.532258064516129,0.6,0.6,0.4,0.6,0.7272727272727273,0.4838709677419355
2024-04-15,Malaysia,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,field,T20,2024,Qatar,0,0,0.5606060606060606,0.5,0.4,0.4,0.5,0.5,1.0,0.0
2024-04-16,Qatar,Saudi Arabia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Saudi Arabia,field,T20,2024,Qatar,1,0,0.52,0.56,0.4,0.8,0.5,0.5,0.0,0.2857142857142857
2024-04-16,Cambodia,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Cambodia,bat,T20,2024,Bahrain,0,1,0.46153846153846156,0.4888888888888889,0.4,0.4,0.5,0.5,0.0,0.2857142857142857
