date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate
2025-06-22,Cayman Islands,Bahamas,"Maple Leaf North-West Ground, King City",Bahamas,field,T20,2025,Cayman Islands,1,0,0.38235294117647056,0.2962962962962963,0.4,0.0,1.0,0.0,0.4,0.0
2025-06-22,Slovenia,Hungary,"GB Oval, Szodliget",Slovenia,bat,T20,2025,Hungary,0,1,0.07142857142857142,0.5,0.0,0.8,0.0,1.0,0.0,1.0
2025-06-26,France,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",France,bat,T20,2025,Malta,0,1,0.5384615384615384,0.3968253968253968,0.6,0.2,0.6666666666666666,0.3333333333333333,0.5,0.375
2025-06-26,Belgium,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",Malta,field,T20,2025,Belgium,1,0,0.6428571428571429,0.40625,0.6,0.2,0.7777777777777778,0.2222222222222222,0.5,0.4444444444444444
2025-06-27,Hungary,Austria,"Moara Vlasiei Cricket Ground, Ilfov County",Austria,field,T20,2025,Austria,0,0,0.5185185185185185,0.6666666666666666,0.8,0.8,0.3333333333333333,0.6666666666666666,0.5,0.5
2025-06-27,Belgium,France,"Moara Vlasiei Cricket Ground, Ilfov County",Belgium,bat,T20,2025,Belgium,1,1,0.6551724137931034,0.5185185185185185,0.6,0.4,0.5,0.5,1.0,0.0
2025-06-27,Hungary,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,field,T20,2025,Romania,0,0,0.5,0.65,0.8,0.8,0.3333333333333333,0.6666666666666666,0.4,0.75
2025-06-28,Malta,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,field,T20,2025,Malta,1,0,0.4,0.6585365853658537,0.2,0.8,0.4444444444444444,0.5555555555555556,0.4,0.7692307692307693
2025-06-28,Belgium,Austria,"Moara Vlasiei Cricket Ground, Ilfov County",Austria,field,T20,2025,Austria,0,0,0.6666666666666666,0.6744186046511628,0.8,0.8,0.5,0.5,1.0,1.0
2025-06-29,Hungary,France,"Moara Vlasiei Cricket Ground, Ilfov County",France,field,T20,2025,Hungary,1,0,0.4827586206896552,0.5,0.6,0.4,0.5,0.5,0.3333333333333333,0.0
2025-07-05,Malawi,Germany,"TCA Oval, Blantyre",Germany,field,T20,2025,Germany,0,0,0.5294117647058824,0.6,0.2,0.6,0.5,0.5,0.0,0.5
2025-07-05,Jersey,Netherlands,"Sportpark Westvliet, Voorburg",Netherlands,field,T20,2025,Netherlands,0,0,0.6585365853658537,0.5294117647058824,0.8,0.6,0.5,0.5,0.5,0.5
2025-07-05,Guernsey,Italy,"Sportpark Westvliet, Voorburg",Italy,field,T20,2025,Italy,0,0,0.5862068965517241,0.6428571428571429,0.6,1.0,0.0,1.0,0.5,0.5
2025-07-06,Bahrain,Germany,"TCA Oval, Blantyre",Bahrain,bat,T20,2025,Bahrain,1,1,0.5633802816901409,0.6078431372549019,1.0,0.8,1.0,0.0,0.5,1.0
2025-07-06,Philippines,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025,Philippines,1,0,0.32,0.44642857142857145,0.6,0.4,0.5714285714285714,0.42857142857142855,0.6,0.5
2025-07-07,Tanzania,Germany,"TCA Oval, Blantyre",Tanzania,bat,T20,2025,Germany,0,1,0.5789473684210527,0.5961538461538461,0.8,0.6,0.5,0.5,0.5,0.5
2025-07-07,Indonesia,Philippines,Udayana Cricket Ground,Philippines,field,T20,2025,Indonesia,1,0,0.43859649122807015,0.34615384615384615,0.4,0.6,0.375,0.625,0.4857142857142857,0.6666666666666666
2025-07-07,South Korea,Philippines,Udayana Cricket Ground,Philippines,field,T20,2025,Philippines,0,0,0.0,0.3333333333333333,0.0,0.4,0.0,1.0,0.5,0.5714285714285714
2025-07-07,Malawi,Bahrain,"TCA Oval, Blantyre",Malawi,bat,T20,2025,Bahrain,0,1,0.5,0.5694444444444444,0.0,1.0,0.5,0.5,0.0,1.0
2025-07-08,Indonesia,South Korea,Udayana Cricket Ground,South Korea,field,T20,2025,Indonesia,1,0,0.4482758620689655,0.0,0.4,0.0,1.0,0.0,0.5,0.0
2025-07-08,Jersey,Guernsey,"Sportpark Westvliet, Voorburg",Guernsey,field,T20,2025,Jersey,1,0,0.6428571428571429,0.5666666666666667,0.6,0.4,0.7142857142857143,0.2857142857142857,0.0,0.0
2025-07-08,Scotland,Netherlands,"Sportpark Westvliet, Voorburg",Scotland,bat,T20,2025,Scotland,1,1,0.5,0.5339805825242718,0.4,0.6,0.5333333333333333,0.4666666666666667,0.5,1.0
2025-07-08,Bahrain,Tanzania,"TCA Oval, Blantyre",Tanzania,field,T20,2025,Tanzania,0,0,0.5753424657534246,0.5689655172413793,1.0,0.8,1.0,0.0,1.0,0.0
2025-07-09,Netherlands,Guernsey,"Sportpark Westvliet, Voorburg",Netherlands,bat,T20,2025,Netherlands,1,1,0.5288461538461539,0.5483870967741935,0.4,0.2,0.5,0.5,0.5,0.0
2025-07-09,Italy,Scotland,"Sportpark Westvliet, Voorburg",Italy,bat,T20,2025,Italy,1,1,0.6551724137931034,0.5060240963855421,1.0,0.6,0.0,1.0,1.0,1.0
2025-07-09,South Korea,Philippines,Udayana Cricket Ground,Philippines,field,T20,2025,South Korea,1,0,0.0,0.35714285714285715,0.0,0.6,0.0,1.0,0.0,0.625
2025-07-09,South Korea,Indonesia,Udayana Cricket Ground,South Korea,bat,T20,2025,Indonesia,0,1,0.08333333333333333,0.4576271186440678,0.2,0.6,0.0,1.0,0.3333333333333333,0.5135135135135135
2025-07-10,Indonesia,Philippines,Udayana Cricket Ground,Indonesia,bat,T20,2025,Philippines,0,1,0.4666666666666667,0.3448275862068966,0.8,0.6,0.4444444444444444,0.5555555555555556,0.5263157894736842,0.5555555555555556
2025-07-10,Philippines,South Korea,Udayana Cricket Ground,Philippines,bat,T20,2025,Philippines,1,1,0.36666666666666664,0.07692307692307693,0.6,0.2,0.75,0.25,0.6,0.25
2025-07-10,Bulgaria,Gibraltar,"Vassil Levski National Sports Academy, Sofia",Gibraltar,field,T20,2025,Gibraltar,0,0,0.3142857142857143,0.2857142857142857,0.0,0.4,0.5,0.5,0.5,0.5
2025-07-10,Turkey,Bulgaria,"Vassil Levski National Sports Academy, Sofia",Bulgaria,field,T20,2025,Bulgaria,0,0,0.09090909090909091,0.3055555555555556,0.0,0.0,0.0,1.0,0.5,0.0
2025-07-10,Bangladesh,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,field,T20,2025,Sri Lanka,0,0,0.38095238095238093,0.44623655913978494,0.0,0.4,0.35294117647058826,0.6470588235294118,0.0,0.5294117647058824
2025-07-10,Tanzania,Bahrain,"TCA Oval, Blantyre",Bahrain,field,T20,2025,Bahrain,0,0,0.576271186440678,0.5675675675675675,0.8,0.8,0.5,0.5,0.5,0.6666666666666666
2025-07-10,Malawi,Germany,"TCA Oval, Blantyre",Malawi,bat,T20,2025,Malawi,1,1,0.47368421052631576,0.6037735849056604,0.0,0.6,0.0,1.0,0.0,0.6666666666666666
2025-07-11,Turkey,Gibraltar,"Vassil Levski National Sports Academy, Sofia",Gibraltar,field,T20,2025,Gibraltar,0,0,0.08333333333333333,0.3023255813953488,0.0,0.6,0.5,0.5,0.0,1.0
2025-07-11,Italy,Netherlands,"Sportpark Westvliet, Voorburg",Italy,bat,T20,2025,Netherlands,0,1,0.6666666666666666,0.5333333333333333,1.0,0.6,0.5,0.5,1.0,0.6666666666666666
2025-07-11,Scotland,Jersey,"Sportpark Westvliet, Voorburg",Jersey,field,T20,2025,Jersey,0,0,0.5,0.6511627906976745,0.4,0.6,1.0,0.0,0.5,0.5
2025-07-11,Gibraltar,Bulgaria,"Vassil Levski National Sports Academy, Sofia",Bulgaria,field,T20,2025,Bulgaria,0,0,0.3181818181818182,0.32432432432432434,0.8,0.2,0.6,0.4,1.0,0.5
2025-07-12,Philippines,South Korea,Udayana Cricket Ground,Philippines,bat,T20,2025,Philippines,1,1,0.3870967741935484,0.07142857142857142,0.6,0.2,0.8,0.2,0.6363636363636364,0.2
2025-07-12,Indonesia,South Korea,Udayana Cricket Ground,South Korea,field,T20,2025,South Korea,0,0,0.45901639344262296,0.06666666666666667,0.6,0.2,1.0,0.0,0.5128205128205128,0.16666666666666666
2025-07-12,Germany,Tanzania,"TCA Oval, Blantyre",Tanzania,field,T20,2025,Tanzania,0,0,0.5925925925925926,0.5666666666666667,0.6,0.6,1.0,0.0,0.5,0.3333333333333333
2025-07-12,Malawi,Bahrain,"TCA Oval, Blantyre",Malawi,bat,T20,2025,Bahrain,0,1,0.5,0.5733333333333334,0.2,0.8,0.0,1.0,0.16666666666666666,0.75
2025-07-12,Turkey,Gibraltar,"Vassil Levski National Sports Academy, Sofia",Turkey,bat,T20,2025,Gibraltar,0,1,0.07692307692307693,0.3111111111111111,0.0,0.8,0.0,1.0,0.0,0.6666666666666666
2025-07-12,Turkey,Bulgaria,"Vassil Levski National Sports Academy, Sofia",Bulgaria,field,T20,2025,Turkey,1,0,0.07142857142857142,0.34210526315789475,0.0,0.4,0.0,1.0,0.0,0.6666666666666666
2025-07-13,Gibraltar,Bulgaria,"Vassil Levski National Sports Academy, Sofia",Bulgaria,field,T20,2025,Bulgaria,0,0,0.32608695652173914,0.3333333333333333,0.8,0.4,0.5,0.5,0.75,0.5
2025-07-13,Bahrain,Tanzania,"TCA Oval, Blantyre",Tanzania,field,T20,2025,Tanzania,0,0,0.5789473684210527,0.5737704918032787,0.8,0.6,0.6666666666666666,0.3333333333333333,0.8,0.5
2025-07-13,Germany,Malawi,"TCA Oval, Blantyre",Germany,bat,T20,2025,Germany,1,1,0.5818181818181818,0.47619047619047616,0.4,0.2,0.5,0.5,0.4,0.14285714285714285
2025-07-13,Indonesia,Philippines,Udayana Cricket Ground,Philippines,field,T20,2025,Philippines,0,0,0.45161290322580644,0.40625,0.6,0.8,0.4,0.6,0.5,0.6666666666666666
2025-07-13,Bangladesh,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,field,T20,2025,Bangladesh,1,0,0.378698224852071,0.44919786096256686,0.0,0.4,0.3333333333333333,0.6666666666666666,0.5,0.6
2025-07-13,South Korea,Indonesia,Udayana Cricket Ground,South Korea,bat,T20,2025,Indonesia,0,1,0.125,0.4444444444444444,0.4,0.4,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.4878048780487805
2025-07-14,Zimbabwe,South Africa,Harare Sports Club,South Africa,field,T20,2025,South Africa,0,0,0.4084507042253521,0.5555555555555556,0.6,0.6,0.0,1.0,0.2682926829268293,0.5
2025-07-16,New Zealand,South Africa,Harare Sports Club,South Africa,field,T20,2025,New Zealand,1,0,0.5545023696682464,0.5578947368421052,0.8,0.6,0.26666666666666666,0.7333333333333333,1.0,1.0
2025-07-16,Sri Lanka,Bangladesh,"R Premadasa Stadium, Colombo",Sri Lanka,bat,T20,2025,Bangladesh,0,1,0.44680851063829785,0.38235294117647056,0.4,0.2,0.631578947368421,0.3684210526315789,0.36363636363636365,0.5
2025-07-17,Kenya,Nigeria,Entebbe Cricket Oval,Kenya,bat,T20,2025,Kenya,1,1,0.5487804878048781,0.5147058823529411,0.8,0.4,0.7272727272727273,0.2727272727272727,0.6,0.16666666666666666
2025-07-18,Uganda,Nigeria,Entebbe Cricket Oval,Uganda,bat,T20,2025,Uganda,1,1,0.7912087912087912,0.5072463768115942,1.0,0.4,1.0,0.0,0.8,0.14285714285714285
2025-07-18,Rwanda,Bahrain,"Gahanga International Cricket Stadium, Rwanda",Bahrain,field,T20,2025,Bahrain,0,0,0.29333333333333333,0.5714285714285714,0.4,0.6,0.5,0.5,0.13793103448275862,0.5
2025-07-18,Zimbabwe,New Zealand,Harare Sports Club,New Zealand,field,T20,2025,New Zealand,0,0,0.40559440559440557,0.5566037735849056,0.4,0.8,0.0,1.0,0.2619047619047619,1.0
2025-07-18,Hong Kong,Malaysia,Singapore National Cricket Ground,Malaysia,field,T20,2025,Malaysia,0,0,0.47368421052631576,0.5454545454545454,0.6,0.8,0.5,0.5,0.5,0.5
2025-07-18,Singapore,Samoa,Singapore National Cricket Ground,Singapore,bat,T20,2025,Singapore,1,1,0.36363636363636365,0.36363636363636365,0.4,0.6,0.5,0.5,0.0,0.5
2025-07-19,Uganda,United Arab Emirates,Entebbe Cricket Oval,Uganda,bat,T20,2025,Uganda,1,1,0.7934782608695652,0.58,1.0,0.6,0.5,0.5,0.8333333333333334,0.5
2025-07-19,Malawi,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Malawi,bat,T20,2025,Rwanda,0,1,0.45454545454545453,0.2894736842105263,0.2,0.4,0.4,0.6,0.5,0.13333333333333333
2025-07-19,Malawi,Bahrain,"Gahanga International Cricket Stadium, Rwanda",Bahrain,field,T20,2025,Bahrain,0,0,0.43478260869565216,0.5769230769230769,0.2,0.6,0.0,1.0,0.0,1.0
2025-07-19,Singapore,Malaysia,Singapore National Cricket Ground,Malaysia,field,T20,2025,Malaysia,0,0,0.375,0.550561797752809,0.6,0.8,0.3,0.7,0.25,1.0
2025-07-19,Qatar,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Qatar,bat,T20,2025,Saudi Arabia,0,1,0.4878048780487805,0.5555555555555556,0.2,0.6,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4
2025-07-19,Hong Kong,Samoa,Singapore National Cricket Ground,Hong Kong,bat,T20,2025,Hong Kong,1,1,0.46875,0.3333333333333333,0.4,0.6,0.5,0.5,0.0,0.0
2025-07-20,Samoa,Malaysia,Singapore National Cricket Ground,Samoa,bat,T20,2025,Malaysia,0,1,0.3076923076923077,0.5555555555555556,0.4,0.8,0.5,0.5,0.0,1.0
2025-07-20,Pakistan,Bangladesh,"Shere Bangla National Stadium, Mirpur",Bangladesh,field,T20,2025,Bangladesh,0,0,0.5916666666666667,0.38596491228070173,0.6,0.4,0.8636363636363636,0.13636363636363635,1.0,0.6086956521739131
2025-07-20,Zimbabwe,South Africa,Harare Sports Club,South Africa,field,T20,2025,South Africa,0,0,0.4027777777777778,0.5549738219895288,0.4,0.6,0.0,1.0,0.2558139534883721,0.5
2025-07-20,Malawi,Bahrain,"Gahanga International Cricket Stadium, Rwanda",Bahrain,field,T20,2025,Bahrain,0,0,0.4166666666666667,0.5822784810126582,0.2,0.8,0.0,1.0,0.0,1.0
2025-07-20,Rwanda,Bahrain,"Gahanga International Cricket Stadium, Rwanda",Rwanda,bat,T20,2025,Bahrain,0,1,0.2987012987012987,0.5875,0.4,0.8,0.0,1.0,0.16129032258064516,1.0
2025-07-20,West Indies,Australia,"Sabina Park, Kingston, Jamaica",Australia,field,T20,2025,Australia,0,0,0.4494949494949495,0.5721649484536082,0.2,0.8,0.5,0.5,0.6666666666666666,0.5
2025-07-20,Hong Kong,Singapore,Singapore National Cricket Ground,Singapore,field,T20,2025,Hong Kong,1,0,0.4742268041237113,0.3684210526315789,0.6,0.6,0.75,0.25,0.5,0.2
2025-07-21,Nigeria,United Arab Emirates,Entebbe Cricket Oval,Nigeria,bat,T20,2025,United Arab Emirates,0,1,0.5,0.5742574257425742,0.4,0.6,0.0,1.0,0.125,0.0
2025-07-21,Uganda,Kenya,Entebbe Cricket Oval,Uganda,bat,T20,2025,Uganda,1,1,0.7956989247311828,0.5542168674698795,1.0,0.8,0.6923076923076923,0.3076923076923077,0.8571428571428571,0.6666666666666666
2025-07-21,Saudi Arabia,Qatar,"West End Park International Cricket Stadium, Doha",Qatar,field,T20,2025,Qatar,0,0,0.5652173913043478,0.47619047619047616,0.8,0.0,0.5,0.5,0.45454545454545453,0.6153846153846154
2025-07-22,Qatar,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Saudi Arabia,field,T20,2025,Qatar,1,0,0.4883720930232558,0.5531914893617021,0.2,0.6,0.6,0.4,0.6428571428571429,0.4166666666666667
2025-07-22,Uganda,Nigeria,Entebbe Cricket Oval,Uganda,bat,T20,2025,Uganda,1,1,0.7978723404255319,0.49295774647887325,1.0,0.2,1.0,0.0,0.875,0.1111111111111111
2025-07-22,West Indies,Australia,"Sabina Park, Kingston, Jamaica",Australia,field,T20,2025,Australia,0,0,0.4472361809045226,0.5743589743589743,0.2,0.8,0.4782608695652174,0.5217391304347826,0.5714285714285714,1.0
2025-07-22,Bahrain,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,field,T20,2025,Bahrain,1,0,0.5925925925925926,0.2948717948717949,0.8,0.2,1.0,0.0,1.0,0.15625
2025-07-22,Malawi,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Malawi,bat,T20,2025,Rwanda,0,1,0.4,0.2911392405063291,0.0,0.2,0.3333333333333333,0.6666666666666666,0.0,0.15151515151515152
2025-07-22,South Africa,New Zealand,Harare Sports Club,New Zealand,field,T20,2025,New Zealand,0,0,0.5572916666666666,0.5586854460093896,0.8,0.8,0.6875,0.3125,0.6666666666666666,1.0
2025-07-22,Hong Kong,Malaysia,Singapore National Cricket Ground,Malaysia,field,T20,2025,Malaysia,0,0,0.47959183673469385,0.5604395604395604,0.8,0.8,0.47058823529411764,0.5294117647058824,0.6666666666666666,1.0
2025-07-22,Samoa,Singapore,Singapore National Cricket Ground,Samoa,bat,T20,2025,Singapore,0,1,0.2857142857142857,0.3620689655172414,0.2,0.4,0.0,1.0,0.0,0.16666666666666666
2025-07-22,Bangladesh,Pakistan,"Shere Bangla National Stadium, Mirpur",Pakistan,field,T20,2025,Bangladesh,1,0,0.38953488372093026,0.5892116182572614,0.6,0.6,0.17391304347826086,0.8260869565217391,0.625,0.75
2025-07-23,Bahrain,Malawi,"Gahanga International Cricket Stadium, Rwanda",Bahrain,bat,T20,2025,Bahrain,1,1,0.5975609756097561,0.38461538461538464,1.0,0.0,1.0,0.0,1.0,0.0
2025-07-23,Kenya,United Arab Emirates,Entebbe Cricket Oval,Kenya,bat,T20,2025,United Arab Emirates,0,1,0.5476190476190477,0.5784313725490197,0.6,0.6,0.5,0.5,0.5714285714285714,0.5
2025-07-23,Rwanda,Malawi,"Gahanga International Cricket Stadium, Rwanda",Malawi,field,T20,2025,Malawi,0,0,0.3,0.37037037037037035,0.4,0.0,0.7142857142857143,0.2857142857142857,0.17647058823529413,0.0
2025-07-23,Samoa,Hong Kong,Singapore National Cricket Ground,Hong Kong,field,T20,2025,Hong Kong,0,0,0.26666666666666666,0.47474747474747475,0.2,0.6,0.0,1.0,0.0,0.5
2025-07-23,Malaysia,Singapore,Singapore National Cricket Ground,Singapore,field,T20,2025,Malaysia,1,0,0.5652173913043478,0.3728813559322034,1.0,0.6,0.7272727272727273,0.2727272727272727,1.0,0.2857142857142857
2025-07-24,Pakistan,Bangladesh,"Shere Bangla National Stadium, Mirpur",Bangladesh,field,T20,2025,Pakistan,1,0,0.5867768595041323,0.3930635838150289,0.6,0.8,0.7916666666666666,0.20833333333333334,0.6,0.64
2025-07-24,Samoa,Malaysia,Singapore National Cricket Ground,Malaysia,field,T20,2025,Malaysia,0,0,0.25,0.5698924731182796,0.0,1.0,0.0,1.0,0.0,1.0
2025-07-24,New Zealand,Zimbabwe,Harare Sports Club,New Zealand,bat,T20,2025,New Zealand,1,1,0.5607476635514018,0.4,1.0,0.4,1.0,0.0,1.0,0.25
2025-07-24,Hong Kong,Singapore,Singapore National Cricket Ground,Hong Kong,bat,T20,2025,Hong Kong,1,1,0.48,0.36666666666666664,0.6,0.4,0.8,0.2,0.6,0.25
2025-07-25,Malawi,Bahrain,"Gahanga International Cricket Stadium, Rwanda",Malawi,bat,T20,2025,Bahrain,0,1,0.39285714285714285,0.6024096385542169,0.2,1.0,0.0,1.0,0.16666666666666666,1.0
2025-07-25,Romania,Austria,"GB Oval, Szodliget",Romania,bat,T20,2025,Austria,0,1,0.6428571428571429,0.6818181818181818,0.6,0.8,1.0,0.0,0.5,0.5
2025-07-25,Kenya,Uganda,Entebbe Cricket Oval,Uganda,field,T20,2025,Uganda,0,0,0.5411764705882353,0.8,0.4,1.0,0.2857142857142857,0.7142857142857143,0.5,0.8888888888888888
2025-07-25,Hungary,Romania,"GB Oval, Szodliget",Hungary,bat,T20,2025,Romania,0,1,0.5,0.627906976744186,0.6,0.4,0.25,0.75,1.0,0.0
2025-07-25,Hungary,Luxembourg,"GB Oval, Szodliget",Hungary,bat,T20,2025,Hungary,1,1,0.4838709677419355,0.3611111111111111,0.4,0.2,0.0,1.0,0.8333333333333334,0.5
2025-07-25,West Indies,Australia,"Warner Park, Basseterre, St Kitts",Australia,field,T20,2025,Australia,0,0,0.445,0.576530612244898,0.2,1.0,0.4583333333333333,0.5416666666666666,0.5,0.5
2025-07-25,Bahrain,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,field,T20,2025,Bahrain,1,0,0.6071428571428571,0.2962962962962963,1.0,0.4,1.0,0.0,1.0,0.17142857142857143
2025-07-26,Austria,Luxembourg,"GB Oval, Szodliget",Austria,bat,T20,2025,Austria,1,1,0.6888888888888889,0.35135135135135137,1.0,0.2,0.75,0.25,1.0,0.0
2025-07-26,Romania,Luxembourg,"GB Oval, Szodliget",Luxembourg,field,T20,2025,Romania,1,0,0.6363636363636364,0.34210526315789475,0.4,0.2,0.6666666666666666,0.3333333333333333,0.5,0.0
2025-07-26,Rwanda,Malawi,"Gahanga International Cricket Stadium, Rwanda",Malawi,field,T20,2025,Malawi,0,0,0.2926829268292683,0.3793103448275862,0.2,0.2,0.625,0.375,0.16666666666666666,0.14285714285714285
2025-07-26,Hungary,Austria,"GB Oval, Szodliget",Austria,field,T20,2025,Austria,0,0,0.5,0.6956521739130435,0.4,1.0,0.25,0.75,0.8571428571428571,1.0
2025-07-26,West Indies,Australia,"Warner Park, Basseterre, St Kitts",Australia,field,T20,2025,Australia,0,0,0.4427860696517413,0.5786802030456852,0.2,1.0,0.44,0.56,0.3333333333333333,1.0
2025-07-26,Finland,Estonia,Estonian National Cricket and Rugby Field,Finland,bat,T20,2025,Estonia,0,1,0.4444444444444444,0.4166666666666667,0.4,0.6,0.0,1.0,0.5,0.5
2025-07-26,United Arab Emirates,Nigeria,Entebbe Cricket Oval,United Arab Emirates,bat,T20,2025,United Arab Emirates,1,1,0.5825242718446602,0.4861111111111111,0.8,0.0,1.0,0.0,0.6666666666666666,0.1
2025-07-26,Hong Kong,Malaysia,Singapore National Cricket Ground,Malaysia,field,T20,2025,Malaysia,0,0,0.48514851485148514,0.574468085106383,0.8,1.0,0.4444444444444444,0.5555555555555556,0.6666666666666666,1.0
2025-07-26,New Zealand,South Africa,Harare Sports Club,South Africa,field,T20,2025,New Zealand,1,0,0.5627906976744186,0.5544041450777202,1.0,0.6,0.35294117647058826,0.6470588235294118,1.0,0.5
2025-07-27,Bahrain,Malawi,"Gahanga International Cricket Stadium, Rwanda",Malawi,field,T20,2025,Bahrain,1,0,0.611764705882353,0.4,1.0,0.4,1.0,0.0,1.0,0.25
2025-07-27,Estonia,Finland,Estonian National Cricket and Rugby Field,Finland,field,T20,2025,Finland,0,0,0.44,0.42857142857142855,0.6,0.4,1.0,0.0,1.0,0.0
2025-07-27,Hungary,Luxembourg,"GB Oval, Szodliget",Luxembourg,field,T20,2025,Hungary,1,0,0.48484848484848486,0.3333333333333333,0.4,0.2,0.5,0.5,0.75,0.0
2025-07-27,Nigeria,Kenya,Entebbe Cricket Oval,Nigeria,bat,T20,2025,Kenya,0,1,0.4794520547945205,0.5348837209302325,0.0,0.2,0.25,0.75,0.09090909090909091,0.4444444444444444
2025-07-27,Uganda,United Arab Emirates,Entebbe Cricket Oval,Uganda,bat,T20,2025,Uganda,1,1,0.8020833333333334,0.5865384615384616,1.0,0.8,1.0,0.0,0.9,0.75
2025-07-28,West Indies,Australia,"Warner Park, Basseterre, St Kitts",Australia,field,T20,2025,Australia,0,0,0.4405940594059406,0.5808080808080808,0.2,1.0,0.4230769230769231,0.5769230769230769,0.25,1.0
2025-07-31,Pakistan,West Indies,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",West Indies,field,T20,2025,Pakistan,1,0,0.588477366255144,0.43842364532019706,0.6,0.0,0.8333333333333334,0.16666666666666666,1.0,0.25
2025-08-02,Pakistan,West Indies,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Pakistan,bat,T20,2025,West Indies,0,1,0.5901639344262295,0.4362745098039216,0.6,0.0,0.8421052631578947,0.15789473684210525,1.0,0.2
2025-08-02,Switzerland,Estonia,Estonian National Cricket and Rugby Field,Switzerland,bat,T20,2025,Switzerland,1,1,0.6,0.4230769230769231,0.6,0.4,1.0,0.0,0.5,0.5
2025-08-03,Switzerland,Estonia,Estonian National Cricket and Rugby Field,Switzerland,bat,T20,2025,Switzerland,1,1,0.6153846153846154,0.4074074074074074,0.6,0.4,1.0,0.0,1.0,0.3333333333333333
2025-08-03,Switzerland,Estonia,Estonian National Cricket and Rugby Field,Switzerland,bat,T20,2025,Switzerland,1,1,0.6296296296296297,0.39285714285714285,0.8,0.2,1.0,0.0,1.0,0.25
2025-08-03,Pakistan,West Indies,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Pakistan,bat,T20,2025,Pakistan,1,1,0.5877551020408164,0.43902439024390244,0.4,0.2,0.8,0.2,0.6666666666666666,0.3333333333333333
2025-08-07,Cyprus,Croatia,"Mladost Cricket Ground, Zagreb",Croatia,field,T20,2025,Cyprus,1,0,0.42857142857142855,0.21052631578947367,0.4,0.0,0.5,0.5,0.5,0.0
2025-08-07,Croatia,Cyprus,"Mladost Cricket Ground, Zagreb",Croatia,bat,T20,2025,Cyprus,0,1,0.2,0.45454545454545453,0.0,0.6,0.0,1.0,0.0,1.0
2025-08-08,Croatia,Cyprus,"Mladost Cricket Ground, Zagreb",Croatia,bat,T20,2025,Cyprus,0,1,0.19047619047619047,0.4782608695652174,0.0,0.6,0.0,1.0,0.0,1.0
2025-08-08,Norway,France,"Botkyrka Cricket Center, Stockholm",France,field,T20,2025,Norway,1,0,0.5,0.4827586206896552,0.6,0.2,0.3333333333333333,0.6666666666666666,0.5,0.5
2025-08-08,Cyprus,Croatia,"Mladost Cricket Ground, Zagreb",Cyprus,bat,T20,2025,Cyprus,1,1,0.5,0.18181818181818182,0.8,0.0,1.0,0.0,1.0,0.0
2025-08-08,Sweden,Austria,"Botkyrka Cricket Center, Stockholm",Sweden,bat,T20,2025,Austria,0,1,0.43478260869565216,0.7021276595744681,0.6,1.0,0.0,1.0,0.5,0.5
