date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate,actual,predicted,team1_probability,team2_probability,correct_prediction,confidence,confidence_level,year,historical_difference
2026-02-26,West Indies,South Africa,"Narendra Modi Stadium, Ahmedabad",South Africa,field,T20,2025/26,South Africa,0,0,0.4508928571428571,0.5467289719626168,1.0,0.8,0.5172413793103449,0.4827586206896552,0.5,0.75,0,0,0.40518124283205353,0.5948187571679464,True,0.5948187571679464,LOW,2026,0.09583611481975973
2026-02-27,New Zealand,England,"R Premadasa Stadium, Colombo",New Zealand,bat,T20,2025/26,England,0,1,0.5560344827586207,0.5625,0.6,0.8,0.3846153846153846,0.6153846153846154,1.0,0.5,0,0,0.4553822151525917,0.5446177848474083,True,0.5446177848474083,LOW,2026,0.006465517241379337
2026-02-27,Japan,Bhutan,"Terdthai Cricket Ground, Bangkok",Japan,bat,T20,2025/26,Japan,1,1,0.6666666666666666,0.3658536585365853,0.4,0.6,0.5,0.5,0.5714285714285714,0.1111111111111111,1,1,0.5504696807308821,0.4495303192691179,True,0.5504696807308821,LOW,2026,0.3008130081300813
2026-02-27,Bahrain,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field,T20,2025/26,Bahrain,1,0,0.6237623762376238,0.3859649122807017,0.4,0.2,0.5,0.5,0.5,0.4285714285714285,1,1,0.5882060064716047,0.4117939935283953,True,0.5882060064716047,LOW,2026,0.23779746395692208
2026-02-28,Pakistan,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,field,T20,2025/26,Pakistan,1,0,0.6007326007326007,0.4433962264150943,0.6,0.4,0.5862068965517241,0.4137931034482758,0.6666666666666666,0.5,1,1,0.5751788187336576,0.4248211812663424,True,0.5751788187336576,LOW,2026,0.1573363743175064
2026-02-28,Bhutan,Thailand,"Terdthai Cricket Ground, Bangkok",Bhutan,bat,T20,2025/26,Bhutan,1,1,0.3571428571428571,0.3793103448275862,0.4,0.2,0.2857142857142857,0.7142857142857143,0.1,0.4,1,0,0.4333786864115707,0.5666213135884293,False,0.5666213135884293,LOW,2026,0.022167487684729092
2026-03-01,Zimbabwe,South Africa,"Arun Jaitley Stadium, Delhi",Zimbabwe,bat,T20,2025/26,South Africa,0,1,0.4216867469879518,0.5488372093023256,0.6,1.0,0.0,1.0,0.5,1.0,0,0,0.22954703341439692,0.770452966585603,True,0.770452966585603,HIGH,2026,0.12715046231437382
2026-03-01,Hong Kong,Kuwait,"Mission Road Ground, Mong Kok, Hong Kong",Kuwait,field,T20,2025/26,Kuwait,0,0,0.4814814814814814,0.5757575757575758,0.6,0.0,0.5555555555555556,0.4444444444444444,0.875,0.4,0,1,0.6340134428794416,0.3659865571205584,False,0.6340134428794416,MEDIUM,2026,0.0942760942760944
2026-03-01,West Indies,India,"Eden Gardens, Kolkata",India,field,T20,2025/26,India,0,0,0.4488888888888889,0.7023809523809523,0.8,0.8,0.3448275862068966,0.6551724137931034,0.4,1.0,0,0,0.3196735032815346,0.6803264967184655,True,0.6803264967184655,MEDIUM,2026,0.25349206349206344
2026-03-04,South Africa,New Zealand,"Eden Gardens, Kolkata",New Zealand,field,T20,2025/26,New Zealand,0,0,0.5509259259259259,0.5536480686695279,1.0,0.6,0.631578947368421,0.3684210526315789,0.5,0.0,0,1,0.5509490374500907,0.4490509625499093,False,0.5509490374500907,LOW,2026,0.0027221427436019408
2026-03-05,India,England,"Wankhede Stadium, Mumbai",England,field,T20,2025/26,India,1,0,0.7035573122529645,0.5645933014354066,0.8,1.0,0.5862068965517241,0.4137931034482758,1.0,0.3333333333333333,1,1,0.5148824007970327,0.48511759920296726,True,0.5148824007970327,LOW,2026,0.13896401081755783
2026-03-07,Malaysia,Bahrain,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,T20,2025/26,Malaysia,1,1,0.5882352941176471,0.6274509803921569,1.0,0.6,0.375,0.625,0.6206896551724138,0.9090909090909092,1,0,0.44292145223422963,0.5570785477657704,False,0.5570785477657704,LOW,2026,0.039215686274509776
2026-03-08,Mexico,Suriname,"Jimmy Powell Oval, Cayman Islands",Suriname,field,T20,2025/26,Mexico,1,0,0.4444444444444444,0.25,0.4,0.4,1.0,0.0,0.5,0.5,1,1,0.6338848303885527,0.3661151696114473,True,0.6338848303885527,MEDIUM,2026,0.19444444444444442
2026-03-08,India,New Zealand,"Narendra Modi Stadium, Ahmedabad",New Zealand,field,T20,2025/26,India,1,0,0.7047244094488189,0.5555555555555556,0.8,0.6,0.5925925925925926,0.4074074074074074,0.75,0.0,1,1,0.5980481139800902,0.40195188601990983,True,0.5980481139800902,LOW,2026,0.1491688538932633
2026-03-08,Argentina,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",Argentina,bat,T20,2025/26,Cayman Islands,0,1,0.5217391304347826,0.4,0.8,0.4,0.0,1.0,0.5,0.2,0,0,0.4248228323751543,0.5751771676248457,True,0.5751771676248457,LOW,2026,0.12173913043478257
2026-03-08,Bahrain,Malaysia,"Bayuemas Oval, Kuala Lumpur",Bahrain,bat,T20,2025/26,Bahrain,1,1,0.6213592233009708,0.5922330097087378,0.4,1.0,0.5555555555555556,0.4444444444444444,0.8333333333333334,0.6333333333333333,1,0,0.43845953222736905,0.561540467772631,False,0.561540467772631,LOW,2026,0.029126213592232997
2026-03-09,Mexico,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",Mexico,bat,T20,2025/26,Cayman Islands,0,1,0.4736842105263157,0.4166666666666667,0.6,0.6,0.0,1.0,1.0,0.3333333333333333,0,0,0.40513860803269697,0.594861391967303,True,0.594861391967303,LOW,2026,0.05701754385964902
2026-03-09,Argentina,Suriname,"Jimmy Powell Oval, Cayman Islands",Argentina,bat,T20,2025/26,Argentina,1,1,0.5,0.2222222222222222,0.6,0.2,1.0,0.0,0.0,0.0,1,1,0.6810601024980039,0.31893989750199614,True,0.6810601024980039,MEDIUM,2026,0.2777777777777778
2026-03-09,Lesotho,Botswana,"Botswana Cricket Association Oval 1, Gaborone",Botswana,field,T20,2025/26,Botswana,0,0,0.1818181818181818,0.3111111111111111,0.2,0.0,0.0,1.0,0.5,0.5,0,0,0.38991383684164743,0.6100861631583525,True,0.6100861631583525,MEDIUM,2026,0.12929292929292932
2026-03-10,Lesotho,Botswana,"Botswana Cricket Association Oval 1, Gaborone",Lesotho,bat,T20,2025/26,Botswana,0,1,0.1666666666666666,0.3260869565217391,0.2,0.2,0.0,1.0,0.0,1.0,0,0,0.27674999672145206,0.7232500032785479,True,0.7232500032785479,HIGH,2026,0.15942028985507248
2026-03-10,Malaysia,Bahrain,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,T20,2025/26,Bahrain,0,1,0.5865384615384616,0.625,0.8,0.6,0.4,0.6,0.6129032258064516,0.8461538461538461,0,0,0.44642758679293865,0.5535724132070614,True,0.5535724132070614,LOW,2026,0.038461538461538436
2026-03-11,Argentina,Mexico,"Jimmy Powell Oval, Cayman Islands",Mexico,field,T20,2025/26,Argentina,1,0,0.52,0.45,0.8,0.6,1.0,0.0,0.5,0.5,1,1,0.6054763775187075,0.39452362248129247,True,0.6054763775187075,MEDIUM,2026,0.07
2026-03-11,Suriname,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",Cayman Islands,field,T20,2025/26,Cayman Islands,0,0,0.2,0.4324324324324324,0.2,0.8,1.0,0.0,0.0,0.4285714285714285,0,0,0.4216605522749993,0.5783394477250007,True,0.5783394477250007,LOW,2026,0.2324324324324324
2026-03-12,Botswana,Lesotho,"Botswana Cricket Association Oval 1, Gaborone",Botswana,bat,T20,2025/26,Botswana,1,1,0.3404255319148936,0.1538461538461538,0.4,0.2,1.0,0.0,1.0,0.0,1,1,0.73228150389204,0.26771849610795995,True,0.73228150389204,HIGH,2026,0.1865793780687398
2026-03-12,Suriname,Argentina,"Jimmy Powell Oval, Cayman Islands",Suriname,bat,T20,2025/26,Argentina,0,1,0.1818181818181818,0.5384615384615384,0.2,0.8,0.0,1.0,0.0,0.6666666666666666,0,0,0.19105229153015008,0.80894770846985,True,0.80894770846985,HIGH,2026,0.35664335664335667
2026-03-12,Cayman Islands,Mexico,"Jimmy Powell Oval, Cayman Islands",Cayman Islands,bat,T20,2025/26,Cayman Islands,1,1,0.4473684210526316,0.4285714285714285,1.0,0.4,1.0,0.0,0.5,0.3333333333333333,1,1,0.6498981689625718,0.3501018310374282,True,0.6498981689625718,MEDIUM,2026,0.01879699248120309
2026-03-13,Botswana,Lesotho,"Botswana Cricket Association Oval 1, Gaborone",Botswana,bat,T20,2025/26,Botswana,1,1,0.3541666666666667,0.1428571428571428,0.6,0.2,1.0,0.0,1.0,0.0,1,1,0.7405636351230905,0.25943636487690946,True,0.7405636351230905,HIGH,2026,0.2113095238095239
2026-03-14,Cyprus,Austria,Happy Valley Ground 2,Austria,field,T20,2025/26,Cyprus,1,0,0.6129032258064516,0.7413793103448276,1.0,0.8,0.5,0.5,1.0,0.5,1,0,0.489830474367035,0.510169525632965,False,0.510169525632965,LOW,2026,0.128476084538376
2026-03-14,Suriname,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",Suriname,bat,T20,2025/26,Cayman Islands,0,1,0.1666666666666666,0.4615384615384615,0.2,1.0,0.5,0.5,0.0,0.5555555555555556,0,0,0.25779191390358064,0.7422080860964193,True,0.7422080860964193,HIGH,2026,0.29487179487179493
2026-03-14,Argentina,Mexico,"Jimmy Powell Oval, Cayman Islands",Argentina,bat,T20,2025/26,Argentina,1,1,0.5555555555555556,0.4090909090909091,0.8,0.2,1.0,0.0,0.75,0.25,1,1,0.7319905845494661,0.2680094154505339,True,0.7319905845494661,HIGH,2026,0.14646464646464646
2026-03-15,Argentina,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",Argentina,bat,T20,2025/26,Cayman Islands,0,1,0.5714285714285714,0.475,0.8,1.0,0.0,1.0,0.8,0.6,0,0,0.3154311655799948,0.6845688344200052,True,0.6845688344200052,MEDIUM,2026,0.09642857142857142
2026-03-15,Botswana,Lesotho,"Botswana Cricket Association Oval 1, Gaborone",Botswana,bat,T20,2025/26,Botswana,1,1,0.3673469387755102,0.1333333333333333,0.8,0.0,1.0,0.0,1.0,0.0,1,1,0.7789037954991188,0.2210962045008812,True,0.7789037954991188,HIGH,2026,0.23401360544217692
2026-03-15,New Zealand,South Africa,"Bay Oval, Mount Maunganui",New Zealand,bat,T20,2025/26,South Africa,0,1,0.5531914893617021,0.5483870967741935,0.6,0.8,0.4,0.6,0.5714285714285714,0.5,0,0,0.41695049355447156,0.5830495064455284,True,0.5830495064455284,LOW,2026,0.0048043925875086435
2026-03-15,Mexico,Suriname,"Jimmy Powell Oval, Cayman Islands",Suriname,field,T20,2025/26,Suriname,0,0,0.391304347826087,0.1538461538461538,0.2,0.0,1.0,0.0,0.2,0.0,0,1,0.7025198704361283,0.2974801295638717,False,0.7025198704361283,HIGH,2026,0.23745819397993317
2026-03-16,Cyprus,Austria,Happy Valley Ground 2,Cyprus,bat,T20,2025/26,Austria,0,1,0.625,0.7288135593220338,1.0,0.6,1.0,0.0,1.0,0.0,0,1,0.6917401082402904,0.3082598917597096,False,0.6917401082402904,MEDIUM,2026,0.10381355932203384
2026-03-17,New Zealand,South Africa,"Seddon Park, Hamilton",South Africa,field,T20,2025/26,New Zealand,1,0,0.5508474576271186,0.5504587155963303,0.4,0.8,0.3809523809523809,0.6190476190476191,1.0,0.5,1,0,0.4440657553217499,0.55593424467825,False,0.55593424467825,LOW,2026,0.0003887420307883138
2026-03-20,South Africa,New Zealand,"Eden Park, Auckland",New Zealand,field,T20,2025/26,New Zealand,0,0,0.547945205479452,0.5527426160337553,0.6,0.4,0.5909090909090909,0.4090909090909091,0.5,0.3333333333333333,0,1,0.547227563050451,0.45277243694954905,False,0.547227563050451,LOW,2026,0.004797410554303272
2026-03-22,South Africa,New Zealand,"Sky Stadium, Wellington",South Africa,bat,T20,2025/26,South Africa,1,1,0.5454545454545454,0.5546218487394958,0.4,0.6,0.5652173913043478,0.4347826086956521,0.5,0.5,1,0,0.48455529180041446,0.5154447081995855,False,0.5154447081995855,LOW,2026,0.009167303284950412
2026-03-24,Eswatini,St Helena,"Achimota Senior Secondary School A Field, Accra",Eswatini,bat,T20,2025/26,Eswatini,1,1,0.4615384615384615,0.25,0.8,0.2,1.0,0.0,0.5,0.5,1,1,0.6901852295052383,0.3098147704947617,True,0.6901852295052383,MEDIUM,2026,0.2115384615384615
2026-03-24,Malawi,Tanzania,"Achimota Senior Secondary School A Field, Accra",Tanzania,field,T20,2025/26,Tanzania,0,0,0.3888888888888889,0.5671641791044776,0.4,0.4,0.0,1.0,0.5,0.0,0,0,0.3743092888105871,0.6256907111894129,True,0.6256907111894129,MEDIUM,2026,0.1782752902155887
2026-03-24,Seychelles,Ghana,"Achimota Senior Secondary School B Field, Accra",Ghana,field,T20,2025/26,Ghana,0,0,0.1666666666666666,0.3513513513513513,0.0,0.6,0.0,1.0,0.5,0.0,0,0,0.29452438880102344,0.7054756111989766,True,0.7054756111989766,HIGH,2026,0.1846846846846847
2026-03-25,St Helena,Seychelles,"Achimota Senior Secondary School A Field, Accra",Seychelles,field,T20,2025/26,Seychelles,0,0,0.2222222222222222,0.1538461538461538,0.2,0.0,0.5,0.5,0.0,0.5,0,0,0.49007861146260645,0.5099213885373935,True,0.5099213885373935,LOW,2026,0.06837606837606841
2026-03-25,South Africa,New Zealand,"Hagley Oval, Christchurch",New Zealand,field,T20,2025/26,South Africa,1,0,0.5475113122171946,0.5523012552301255,0.4,0.4,0.5833333333333334,0.4166666666666667,0.5,0.5555555555555556,1,1,0.5241029051190776,0.47589709488092236,True,0.5241029051190776,LOW,2026,0.004789943012930897
2026-03-25,Malawi,Ghana,"Achimota Senior Secondary School A Field, Accra",Ghana,field,T20,2025/26,Ghana,0,0,0.3783783783783784,0.3684210526315789,0.4,0.6,0.5,0.5,0.0,0.0,0,0,0.42305689390639967,0.5769431060936003,True,0.5769431060936003,LOW,2026,0.009957325746799472
2026-03-25,Tanzania,Eswatini,"Achimota Senior Secondary School B Field, Accra",Eswatini,field,T20,2025/26,Tanzania,1,0,0.5735294117647058,0.5,0.4,0.8,1.0,0.0,0.5,0.5,1,1,0.561057760398552,0.43894223960144796,True,0.561057760398552,LOW,2026,0.07352941176470584
2026-03-27,Eswatini,Malawi,"Achimota Senior Secondary School B Field, Accra",Eswatini,bat,T20,2025/26,Malawi,0,1,0.4666666666666667,0.3684210526315789,0.8,0.2,0.5,0.5,0.0,0.5,0,1,0.5116832430647407,0.48831675693525933,False,0.5116832430647407,LOW,2026,0.09824561403508775
2026-03-27,St Helena,Ghana,"Achimota Senior Secondary School A Field, Accra",Ghana,field,T20,2025/26,Ghana,0,0,0.2,0.3846153846153846,0.2,0.8,0.5,0.5,0.0,0.5,0,0,0.3043098919703029,0.6956901080296971,True,0.6956901080296971,MEDIUM,2026,0.18461538461538457
2026-03-27,Tanzania,Seychelles,"Achimota Senior Secondary School B Field, Accra",Tanzania,bat,T20,2025/26,Tanzania,1,1,0.5797101449275363,0.2142857142857142,0.4,0.2,0.5,0.5,0.6666666666666666,0.0,1,1,0.6410106878816281,0.35898931211837193,True,0.6410106878816281,MEDIUM,2026,0.36542443064182206
2026-03-28,Tanzania,St Helena,"Achimota Senior Secondary School B Field, Accra",Tanzania,bat,T20,2025/26,Tanzania,1,1,0.5857142857142857,0.1818181818181818,0.6,0.2,0.5,0.5,0.75,0.5,1,1,0.6273119222683584,0.3726880777316416,True,0.6273119222683584,MEDIUM,2026,0.403896103896104
2026-03-28,Ghana,Eswatini,"Achimota Senior Secondary School B Field, Accra",Ghana,bat,T20,2025/26,Ghana,1,1,0.4,0.4375,0.8,0.6,0.5,0.5,0.3333333333333333,0.0,1,0,0.4716993514724001,0.5283006485275998,False,0.5283006485275998,LOW,2026,0.03749999999999998
2026-03-28,Seychelles,Malawi,"Achimota Senior Secondary School A Field, Accra",Malawi,field,T20,2025/26,Malawi,0,0,0.2,0.3846153846153846,0.2,0.4,0.0,1.0,1.0,0.0,0,0,0.38805327853148996,0.61194672146851,True,0.61194672146851,MEDIUM,2026,0.18461538461538457
2026-04-02,Mexico,Costa Rica,"Reforma Athletic Club, Naucalpan",Mexico,bat,T20,2026,Mexico,1,1,0.375,0.25,0.0,0.2,0.8,0.2,0.5,0.5,1,1,0.6014003012888027,0.39859969871119727,True,0.6014003012888027,MEDIUM,2026,0.125
2026-04-03,Costa Rica,Brazil,"Reforma Athletic Club, Naucalpan",Costa Rica,bat,T20,2026,Brazil,0,1,0.2222222222222222,0.2727272727272727,0.2,0.0,0.5,0.5,0.0,0.5,0,0,0.4828191404943061,0.5171808595056939,True,0.5171808595056939,LOW,2026,0.0505050505050505
2026-04-03,Mexico,Brazil,"Reforma Athletic Club, Naucalpan",Brazil,field,T20,2026,Mexico,1,0,0.4,0.3333333333333333,0.2,0.2,0.5,0.5,1.0,1.0,1,1,0.5433041170965099,0.45669588290349006,True,0.5433041170965099,LOW,2026,0.06666666666666671
2026-04-04,Costa Rica,Mexico,"Reforma Athletic Club, Naucalpan",Costa Rica,bat,T20,2026,Mexico,0,1,0.1818181818181818,0.4230769230769231,0.2,0.4,0.1666666666666666,0.8333333333333334,0.0,1.0,0,0,0.27256478596675127,0.7274352140332487,True,0.7274352140332487,HIGH,2026,0.24125874125874128
2026-04-04,Brazil,Costa Rica,"Reforma Athletic Club, Naucalpan",Costa Rica,field,T20,2026,Brazil,1,0,0.3076923076923077,0.2,0.2,0.2,1.0,0.0,0.5,0.0,1,1,0.6704183709569808,0.32958162904301924,True,0.6704183709569808,MEDIUM,2026,0.1076923076923077
2026-04-05,Norway,France,Santarem Cricket Ground,Norway,bat,T20,2026,Norway,1,1,0.5348837209302325,0.46875,0.8,0.2,0.5,0.5,0.3333333333333333,0.5,1,1,0.5530357827499948,0.44696421725000524,True,0.5530357827499948,LOW,2026,0.06613372093023251
2026-04-05,France,Portugal,Santarem Cricket Ground,France,bat,T20,2026,Portugal,0,1,0.4545454545454545,0.7,0.2,0.8,0.5,0.5,0.0,0.8333333333333334,0,0,0.3176644383755328,0.6823355616244672,True,0.6823355616244672,MEDIUM,2026,0.24545454545454548
2026-04-05,Mexico,Brazil,"Reforma Athletic Club, Naucalpan",Mexico,bat,T20,2026,Brazil,0,1,0.4444444444444444,0.3571428571428571,0.6,0.4,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0,1,0.5908004070198806,0.40919959298011943,False,0.5908004070198806,LOW,2026,0.08730158730158732
2026-04-06,Portugal,Norway,Santarem Cricket Ground,Portugal,bat,T20,2026,Portugal,1,1,0.7096774193548387,0.5454545454545454,0.8,0.8,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.5,1,1,0.5590680749762872,0.4409319250237128,True,0.5590680749762872,LOW,2026,0.16422287390029333
2026-04-06,Portugal,France,Santarem Cricket Ground,Portugal,bat,T20,2026,Portugal,1,1,0.71875,0.4411764705882353,0.8,0.2,1.0,0.0,0.875,0.0,1,1,0.7819088468796959,0.21809115312030414,True,0.7819088468796959,HIGH,2026,0.2775735294117647
2026-04-07,France,Norway,Santarem Cricket Ground,Norway,field,T20,2026,France,1,0,0.4285714285714285,0.5333333333333333,0.2,0.6,0.4,0.6,0.0,0.4,1,0,0.3638991349732486,0.6361008650267514,False,0.6361008650267514,MEDIUM,2026,0.10476190476190483
2026-04-07,Indonesia,Sweden,Udayana Cricket Ground,Sweden,field,T20,2026,Sweden,0,0,0.5287356321839081,0.3928571428571428,1.0,0.2,0.5,0.5,0.6065573770491803,0.5,0,1,0.5878206239187824,0.4121793760812176,False,0.5878206239187824,LOW,2026,0.13587848932676527
2026-04-07,Indonesia,Sweden,Udayana Cricket Ground,Indonesia,bat,T20,2026,Sweden,0,1,0.5227272727272727,0.4137931034482758,0.8,0.4,0.0,1.0,0.5967741935483871,1.0,0,0,0.3809019093514712,0.6190980906485288,True,0.6190980906485288,MEDIUM,2026,0.1089341692789969
2026-04-08,Portugal,France,Santarem Cricket Ground,Portugal,bat,T20,2026,France,0,1,0.7272727272727273,0.4444444444444444,0.8,0.4,1.0,0.0,0.8888888888888888,0.25,0,1,0.7413394387133047,0.25866056128669535,False,0.7413394387133047,HIGH,2026,0.2828282828282829
2026-04-08,Portugal,Norway,Santarem Cricket Ground,Portugal,bat,T20,2026,Portugal,1,1,0.7058823529411765,0.5217391304347826,0.6,0.6,0.75,0.25,0.8,0.3333333333333333,1,1,0.6210838008563734,0.3789161991436266,True,0.6210838008563734,MEDIUM,2026,0.18414322250639392
2026-04-09,Indonesia,Sweden,Udayana Cricket Ground,Sweden,field,T20,2026,Sweden,0,0,0.5111111111111111,0.4516129032258064,0.4,0.8,0.0,1.0,0.578125,1.0,0,0,0.28428455558830834,0.7157154444116917,True,0.7157154444116917,HIGH,2026,0.05949820788530469
2026-04-09,Portugal,France,Santarem Cricket Ground,France,field,T20,2026,Portugal,1,0,0.7142857142857143,0.4594594594594595,0.8,0.4,0.6666666666666666,0.3333333333333333,0.8181818181818182,0.4,1,1,0.6473608922194022,0.3526391077805978,True,0.6473608922194022,MEDIUM,2026,0.2548262548262548
2026-04-09,Norway,France,Santarem Cricket Ground,Norway,bat,T20,2026,France,0,1,0.5106382978723404,0.4473684210526316,0.4,0.4,0.5,0.5,0.2857142857142857,0.3333333333333333,0,1,0.5011924938213251,0.49880750617867486,False,0.5011924938213251,LOW,2026,0.0632698768197088
2026-04-09,Sweden,Indonesia,Udayana Cricket Ground,Sweden,bat,T20,2026,Sweden,1,1,0.4333333333333333,0.5168539325842697,0.6,0.6,1.0,0.0,1.0,0.5873015873015873,1,1,0.6193933920779799,0.38060660792202006,True,0.6193933920779799,MEDIUM,2026,0.08352059925093641
2026-04-11,Indonesia,Sweden,Udayana Cricket Ground,Sweden,field,T20,2026,Sweden,0,0,0.5,0.4848484848484848,0.0,1.0,0.0,1.0,0.5606060606060606,1.0,0,0,0.2364228488098269,0.7635771511901731,True,0.7635771511901731,HIGH,2026,0.015151515151515194
2026-04-11,Sweden,Indonesia,Udayana Cricket Ground,Sweden,bat,T20,2026,Sweden,1,1,0.46875,0.5054945054945055,1.0,0.2,1.0,0.0,1.0,0.5692307692307692,1,1,0.7148147270993446,0.28518527290065543,True,0.7148147270993446,HIGH,2026,0.036744505494505475
2026-04-13,Sweden,Indonesia,Udayana Cricket Ground,Sweden,bat,T20,2026,Sweden,1,1,0.5,0.4946236559139785,1.0,0.0,1.0,0.0,1.0,0.5522388059701493,1,1,0.7555168781577762,0.24448312184222376,True,0.7555168781577762,HIGH,2026,0.005376344086021501
2026-04-13,Sweden,Indonesia,Udayana Cricket Ground,Sweden,bat,T20,2026,Indonesia,0,1,0.5142857142857142,0.4893617021276595,1.0,0.0,1.0,0.0,1.0,0.5441176470588235,0,1,0.7589602622007902,0.24103973779920984,False,0.7589602622007902,HIGH,2026,0.02492401215805473
2026-04-15,Namibia,Scotland,"Namibia Cricket Ground, Windhoek",Namibia,bat,T20,2026,Scotland,0,1,0.5813953488372093,0.4831460674157303,0.2,0.2,0.75,0.25,1.0,0.5,0,1,0.6698879491454102,0.33011205085458983,False,0.6698879491454102,MEDIUM,2026,0.09824928142147904
2026-04-17,Scotland,Namibia,"Namibia Cricket Ground, Windhoek",Namibia,field,T20,2026,Scotland,1,0,0.4888888888888889,0.5747126436781609,0.4,0.0,0.4,0.6,1.0,0.8,1,1,0.5784165905613813,0.4215834094386187,True,0.5784165905613813,LOW,2026,0.08582375478927201
2026-04-18,Scotland,Namibia,"Namibia Cricket Ground, Windhoek",Scotland,bat,T20,2026,Namibia,0,1,0.4945054945054945,0.5681818181818182,0.6,0.0,0.5,0.5,1.0,0.6666666666666666,0,1,0.6234404149278362,0.3765595850721638,False,0.6234404149278362,MEDIUM,2026,0.07367632367632371
2026-04-20,Nepal,United Arab Emirates,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,bat,T20,2026,United Arab Emirates,0,1,0.6057692307692307,0.5491803278688525,0.4,0.2,0.5454545454545454,0.4545454545454545,0.6842105263157895,1.0,0,1,0.5641297746284292,0.43587022537157083,False,0.5641297746284292,LOW,2026,0.05658890290037821
2026-04-21,United Arab Emirates,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,T20,2026,Nepal,0,0,0.5528455284552846,0.6,0.4,0.2,0.5,0.5,1.0,0.65,0,1,0.5854844172839475,0.4145155827160525,False,0.5854844172839475,LOW,2026,0.047154471544715415
2026-04-27,New Zealand,Bangladesh,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Bangladesh,field,T20,2026,Bangladesh,0,0,0.55,0.3957219251336898,0.4,0.4,0.7894736842105263,0.2105263157894736,0.5,0.3333333333333333,0,1,0.6059422102468995,0.39405778975310046,False,0.6059422102468995,MEDIUM,2026,0.15427807486631023
2026-05-01,Austria,Germany,Bayer Uerdingen Cricket Ground,Germany,field,T20,2026,Germany,0,0,0.7333333333333333,0.5892857142857143,0.8,0.4,0.2,0.8,0.75,0.8,0,0,0.49098899400001117,0.5090110059999888,True,0.5090110059999888,LOW,2026,0.14404761904761898
2026-05-01,Germany,Austria,Bayer Uerdingen Cricket Ground,Austria,field,T20,2026,Germany,1,0,0.5964912280701754,0.7213114754098361,0.6,0.6,0.8333333333333334,0.1666666666666666,0.8125,0.6,1,1,0.576065524150796,0.42393447584920396,True,0.576065524150796,LOW,2026,0.12482024733966068
2026-05-01,Indonesia,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field,T20,2026,Malaysia,0,0,0.4947368421052631,0.580952380952381,0.2,0.6,0.0,1.0,0.5,0.59375,0,0,0.31717760837565395,0.6828223916243461,True,0.6828223916243461,MEDIUM,2026,0.08621553884711791
2026-05-02,Bangladesh,New Zealand,"Shere Bangla National Stadium, Mirpur",New Zealand,field,T20,2026,New Zealand,0,0,0.3989361702127659,0.5477178423236515,0.6,0.4,0.25,0.75,0.6153846153846154,0.4,0,0,0.4308203211430351,0.569179678856965,True,0.569179678856965,LOW,2026,0.1487816721108856
2026-05-02,Isle of Man,Guernsey,"King George V Sports Ground, Castel",Guernsey,field,T20,2026,Guernsey,0,0,0.5263157894736842,0.5151515151515151,0.4,0.0,0.0,1.0,0.5,0.5,0,0,0.4618899341871258,0.5381100658128741,True,0.5381100658128741,LOW,2026,0.011164274322169043
2026-05-02,Malaysia,Indonesia,"Bayuemas Oval, Kuala Lumpur",Indonesia,field,T20,2026,Malaysia,1,0,0.5849056603773585,0.4895833333333333,0.6,0.2,1.0,0.0,0.6060606060606061,0.0,1,1,0.7254020016910699,0.27459799830893006,True,0.7254020016910699,HIGH,2026,0.09532232704402516
2026-05-02,Germany,Austria,Bayer Uerdingen Cricket Ground,Germany,bat,T20,2026,Austria,0,1,0.603448275862069,0.7096774193548387,0.6,0.4,0.8571428571428571,0.1428571428571428,0.8235294117647058,0.5,0,1,0.636441802524165,0.36355819747583495,False,0.636441802524165,MEDIUM,2026,0.1062291434927698
2026-05-03,Guernsey,Isle of Man,"King George V Sports Ground, Castel",Isle of Man,field,T20,2026,Guernsey,1,0,0.5294117647058824,0.5,0.2,0.4,1.0,0.0,0.5714285714285714,0.0,1,1,0.663554767340422,0.33644523265957804,True,0.663554767340422,MEDIUM,2026,0.02941176470588236
