date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate,actual,predicted,team1_probability,team2_probability,correct_prediction,confidence,confidence_level,year,historical_difference
2025-12-23,Myanmar,Bhutan,Gelephu International Cricket Ground,Bhutan,field,T20,2025/26,Bhutan,0,0,0.2,0.2941176470588235,0.6,0.0,0.0,1.0,0.5,0.3333333333333333,0,0,0.41865141553739016,0.5813485844626098,True,0.5813485844626098,LOW,2025,0.09411764705882347
2025-12-24,Bhutan,Myanmar,Gelephu International Cricket Ground,Myanmar,field,T20,2025/26,Bhutan,1,0,0.3142857142857143,0.1923076923076923,0.2,0.4,1.0,0.0,0.4,0.0,1,1,0.6248391341777141,0.3751608658222859,True,0.6248391341777141,MEDIUM,2025,0.12197802197802199
2025-12-24,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Indonesia,0,0,0.4,0.4938271604938271,0.4,0.4,0.5,0.5,0.4666666666666667,0.5636363636363636,0,0,0.4672319917493892,0.5327680082506108,True,0.5327680082506108,LOW,2025,0.09382716049382706
2025-12-25,Indonesia,Cambodia,Udayana Cricket Ground,Indonesia,bat,T20,2025/26,Indonesia,1,1,0.5,0.3870967741935484,0.6,0.2,0.5294117647058824,0.4705882352941176,0.5714285714285714,0.4375,1,1,0.5814370044344402,0.41856299556555976,True,0.5814370044344402,LOW,2025,0.11290322580645162
2025-12-26,Bhutan,Myanmar,Gelephu International Cricket Ground,Myanmar,field,T20,2025/26,Bhutan,1,0,0.3333333333333333,0.1851851851851851,0.4,0.4,1.0,0.0,0.4545454545454545,0.0,1,1,0.6408191182491869,0.3591808817508131,True,0.6408191182491869,MEDIUM,2025,0.14814814814814822
2025-12-26,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Indonesia,0,0,0.375,0.5060240963855421,0.0,0.8,0.4444444444444444,0.5555555555555556,0.4117647058823529,0.5789473684210527,0,0,0.34723644156789923,0.6527635584321008,True,0.6527635584321008,MEDIUM,2025,0.13102409638554213
2025-12-27,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Indonesia,0,0,0.3529411764705882,0.5176470588235295,0.0,1.0,0.4,0.6,0.3684210526315789,0.5932203389830508,0,0,0.2903265056552539,0.709673494344746,True,0.709673494344746,HIGH,2025,0.16470588235294126
2025-12-27,Cambodia,Indonesia,Udayana Cricket Ground,Cambodia,bat,T20,2025/26,Indonesia,0,1,0.3636363636363636,0.5119047619047619,0.0,1.0,0.4210526315789473,0.5789473684210527,0.3888888888888889,0.5862068965517241,0,0,0.30319869344890304,0.696801306551097,True,0.696801306551097,MEDIUM,2025,0.14826839826839827
2025-12-27,Bhutan,Myanmar,Gelephu International Cricket Ground,Myanmar,field,T20,2025/26,Bhutan,1,0,0.3513513513513513,0.1785714285714285,0.6,0.2,1.0,0.0,0.5,0.0,1,1,0.6924528303098796,0.3075471696901204,True,0.6924528303098796,MEDIUM,2025,0.17277992277992282
2025-12-29,Bhutan,Myanmar,Gelephu International Cricket Ground,Bhutan,bat,T20,2025/26,Bhutan,1,1,0.3684210526315789,0.1724137931034483,0.8,0.2,1.0,0.0,0.5384615384615384,0.0,1,1,0.7085521692508063,0.29144783074919367,True,0.7085521692508063,HIGH,2025,0.19600725952813064
2025-12-29,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Indonesia,0,0,0.3428571428571428,0.5232558139534884,0.0,1.0,0.3809523809523809,0.6190476190476191,0.35,0.6,0,0,0.2819173884739148,0.7180826115260852,True,0.7180826115260852,HIGH,2025,0.1803986710963456
2026-01-07,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,Pakistan,field,T20,2025/26,Pakistan,0,0,0.4477611940298507,0.596958174904943,0.4,0.8,0.4074074074074074,0.5925925925925926,0.5,0.5,0,0,0.37193322719397015,0.6280667728060298,True,0.6280667728060298,MEDIUM,2026,0.14919698087509226
2026-01-11,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,Pakistan,field,T20,2025/26,Sri Lanka,1,0,0.4455445544554455,0.5984848484848485,0.4,0.8,0.3928571428571428,0.6071428571428571,0.4285714285714285,1.0,1,0,0.33029568156411315,0.6697043184358868,False,0.6697043184358868,MEDIUM,2026,0.152940294029403
2026-01-21,India,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",New Zealand,field,T20,2025/26,India,1,0,0.6970954356846473,0.5605381165919282,0.8,0.6,0.5454545454545454,0.4545454545454545,1.0,0.5,1,1,0.5757447113210474,0.42425528867895257,True,0.5757447113210474,LOW,2026,0.13655731909271906
2026-01-23,Italy,Ireland,"7he Sevens Stadium, Dubai",Ireland,field,T20,2025/26,Ireland,0,0,0.6451612903225806,0.4558823529411764,0.8,0.2,0.0,1.0,0.5,0.5,0,0,0.46774869311448264,0.5322513068855174,True,0.5322513068855174,LOW,2026,0.18927893738140422
2026-01-23,New Zealand,India,"Shaheed Veer Narayan Singh International Stadium, Raipur",India,field,T20,2025/26,India,0,0,0.5580357142857143,0.6983471074380165,0.6,0.8,0.4347826086956521,0.5652173913043478,0.5,1.0,0,0,0.3693433352625591,0.630656664737441,True,0.630656664737441,MEDIUM,2026,0.14031139315230223
2026-01-25,New Zealand,India,"Barsapara Cricket Stadium, Guwahati",India,field,T20,2025/26,India,0,0,0.5555555555555556,0.6995884773662552,0.6,0.8,0.4166666666666667,0.5833333333333334,0.5,0.5,0,0,0.3964280149382453,0.6035719850617547,True,0.6035719850617547,MEDIUM,2026,0.1440329218106996
2026-01-25,Ireland,Italy,"7he Sevens Stadium, Dubai",Italy,field,T20,2025/26,Ireland,1,0,0.4598540145985401,0.625,0.4,0.6,1.0,0.0,1.0,0.0,1,1,0.643496193315116,0.356503806684884,True,0.643496193315116,MEDIUM,2026,0.16514598540145992
2026-01-26,Ireland,Italy,"7he Sevens Stadium, Dubai",Italy,field,T20,2025/26,Italy,0,0,0.463768115942029,0.6060606060606061,0.6,0.4,1.0,0.0,1.0,0.0,0,1,0.6889477716423762,0.3110522283576238,False,0.6889477716423762,MEDIUM,2026,0.1422924901185771
2026-01-27,West Indies,South Africa,"Boland Park, Paarl",South Africa,field,T20,2025/26,South Africa,0,0,0.4398148148148148,0.5362318840579711,0.4,0.2,0.5384615384615384,0.4615384615384615,0.5,0.5,0,1,0.5328791639134359,0.4671208360865641,False,0.5328791639134359,LOW,2026,0.09641706924315624
2026-01-28,New Zealand,India,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,field,T20,2025/26,New Zealand,1,0,0.5530973451327433,0.7008196721311475,0.4,1.0,0.4,0.6,0.5,1.0,1,0,0.3165192237369626,0.6834807762630374,False,0.6834807762630374,MEDIUM,2026,0.14772232699840415
2026-01-29,Pakistan,Australia,"Gaddafi Stadium, Lahore",Pakistan,bat,T20,2025/26,Pakistan,1,1,0.5962264150943396,0.5845410628019324,0.6,0.6,0.4615384615384615,0.5384615384615384,0.6428571428571429,1.0,1,0,0.4548583527458641,0.5451416472541359,False,0.5451416472541359,LOW,2026,0.011685352292407192
2026-01-29,Ireland,United Arab Emirates,Dubai International Cricket Stadium,Ireland,bat,T20,2025/26,Ireland,1,1,0.460431654676259,0.5641025641025641,0.4,0.4,0.3636363636363636,0.6363636363636364,0.9,0.2142857142857142,1,1,0.5130863441600336,0.4869136558399664,True,0.5130863441600336,LOW,2026,0.10367090942630508
2026-01-29,West Indies,South Africa,"SuperSport Park, Centurion",South Africa,field,T20,2025/26,South Africa,0,0,0.4377880184331797,0.5384615384615384,0.2,0.4,0.5185185185185185,0.4814814814814814,0.5,0.3333333333333333,0,0,0.49012285434158565,0.5098771456584144,True,0.5098771456584144,LOW,2026,0.10067352002835872
2026-01-30,Sri Lanka,England,Pallekele International Cricket Stadium,England,field,T20,2025/26,England,0,0,0.4482758620689655,0.5477386934673367,0.6,0.8,0.2857142857142857,0.7142857142857143,0.5555555555555556,0.3333333333333333,0,0,0.36912094722801875,0.6308790527719812,True,0.6308790527719812,MEDIUM,2026,0.0994628313983712
2026-01-31,Ireland,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field,T20,2025/26,Ireland,1,0,0.4642857142857143,0.559322033898305,0.6,0.4,0.4166666666666667,0.5833333333333334,0.9090909090909092,0.2,1,1,0.5318017111390463,0.4681982888609537,True,0.5318017111390463,LOW,2026,0.09503631961259074
2026-01-31,India,New Zealand,"Greenfield International Stadium, Thiruvananthapuram",India,bat,T20,2025/26,India,1,1,0.6979591836734694,0.5550660792951542,0.8,0.4,0.5769230769230769,0.4230769230769231,1.0,0.5,1,1,0.628589195321678,0.371410804678322,True,0.628589195321678,MEDIUM,2026,0.14289310437831526
2026-01-31,Pakistan,Australia,"Gaddafi Stadium, Lahore",Pakistan,bat,T20,2025/26,Pakistan,1,1,0.5977443609022557,0.5817307692307693,0.6,0.4,0.4814814814814814,0.5185185185185185,0.6666666666666666,0.5,1,1,0.5390689912983793,0.46093100870162074,True,0.5390689912983793,LOW,2026,0.016013591671486416
2026-01-31,West Indies,South Africa,"The Wanderers Stadium, Johannesburg",South Africa,field,T20,2025/26,West Indies,1,0,0.4357798165137614,0.5406698564593302,0.0,0.6,0.5,0.5,1.0,0.2,1,0,0.49634875548409,0.50365124451591,False,0.50365124451591,LOW,2026,0.10489003994556878
2026-02-01,Sri Lanka,England,Pallekele International Cricket Stadium,England,field,T20,2025/26,England,0,0,0.446078431372549,0.55,0.4,1.0,0.2666666666666666,0.7333333333333333,0.5263157894736842,0.5,0,0,0.3080710828893386,0.6919289171106614,True,0.6919289171106614,MEDIUM,2026,0.10392156862745106
2026-02-01,Pakistan,Australia,"Gaddafi Stadium, Lahore",Pakistan,bat,T20,2025/26,Pakistan,1,1,0.599250936329588,0.5789473684210527,0.8,0.2,0.5,0.5,0.6875,0.3333333333333333,1,1,0.6047494913638674,0.39525050863613265,True,0.6047494913638674,MEDIUM,2026,0.02030356790853538
2026-02-03,England,Sri Lanka,Pallekele International Cricket Stadium,England,bat,T20,2025/26,England,1,1,0.5522388059701493,0.4439024390243902,1.0,0.2,0.75,0.25,0.6,0.5,1,1,0.6520946349125661,0.34790536508743386,True,0.6520946349125661,MEDIUM,2026,0.1083363669457591
2026-02-07,West Indies,Scotland,"Eden Gardens, Kolkata",Scotland,field,T20,2025/26,West Indies,1,0,0.4383561643835616,0.4941176470588235,0.2,0.4,0.0,1.0,0.0,0.5,1,0,0.31008553928865445,0.6899144607113455,False,0.6899144607113455,MEDIUM,2026,0.055761482675261875
2026-02-07,Netherlands,Pakistan,"Sinhalese Sports Club Ground, Colombo",Pakistan,field,T20,2025/26,Pakistan,0,0,0.5277777777777778,0.6007462686567164,0.4,0.8,0.0,1.0,0.5,0.5,0,0,0.29738942252429074,0.7026105774757092,True,0.7026105774757092,HIGH,2026,0.07296849087893864
2026-02-07,India,United States of America,"Wankhede Stadium, Mumbai",United States of America,field,T20,2025/26,India,1,0,0.6991869918699187,0.5833333333333334,0.8,0.8,1.0,0.0,1.0,0.5,1,1,0.6441361302101622,0.35586386978983775,True,0.6441361302101622,MEDIUM,2026,0.11585365853658536
2026-02-08,England,Nepal,"Wankhede Stadium, Mumbai",England,bat,T20,2025/26,England,1,1,0.5544554455445545,0.62,1.0,1.0,0.5,0.5,0.0,0.5,1,0,0.3515058226967969,0.6484941773032031,False,0.6484941773032031,MEDIUM,2026,0.06554455445544549
2026-02-08,Sri Lanka,Ireland,"R Premadasa Stadium, Colombo",Ireland,field,T20,2025/26,Sri Lanka,1,0,0.441747572815534,0.4680851063829787,0.2,0.8,1.0,0.0,0.3333333333333333,0.5,1,1,0.5079408255177114,0.49205917448228864,True,0.5079408255177114,LOW,2026,0.02633753356744467
2026-02-09,Oman,Zimbabwe,"Sinhalese Sports Club Ground, Colombo",Zimbabwe,field,T20,2025/26,Zimbabwe,0,0,0.4947368421052631,0.4161490683229814,0.8,0.4,0.5,0.5,0.5,0.5,0,1,0.5186721202938165,0.4813278797061835,False,0.5186721202938165,LOW,2026,0.07858777378228171
2026-02-09,South Africa,Canada,"Narendra Modi Stadium, Ahmedabad",Canada,field,T20,2025/26,South Africa,1,0,0.5380952380952381,0.5942028985507246,0.4,1.0,0.5,0.5,0.0,0.5,1,0,0.3297291693228678,0.6702708306771322,False,0.6702708306771322,MEDIUM,2026,0.05610766045548654
2026-02-09,Scotland,Italy,"Eden Gardens, Kolkata",Italy,field,T20,2025/26,Scotland,1,0,0.4883720930232558,0.6176470588235294,0.4,0.4,0.5,0.5,0.0,0.5,1,0,0.4347898955564378,0.5652101044435622,False,0.5652101044435622,LOW,2026,0.12927496580027364
2026-02-10,Namibia,Netherlands,"Arun Jaitley Stadium, Delhi",Netherlands,field,T20,2025/26,Netherlands,0,0,0.6097560975609756,0.5229357798165137,0.8,0.4,0.25,0.75,0.5,0.5,0,0,0.47380000700467134,0.5261999929953287,True,0.5261999929953287,LOW,2026,0.08682031774446186
2026-02-10,United Arab Emirates,New Zealand,"MA Chidambaram Stadium, Chepauk, Chennai",United Arab Emirates,bat,T20,2025/26,New Zealand,0,1,0.5546218487394958,0.5526315789473685,0.4,0.2,0.3333333333333333,0.6666666666666666,0.5,0.5,0,1,0.5123679572832143,0.48763204271678573,False,0.5123679572832143,LOW,2026,0.0019902697921273527
2026-02-10,Pakistan,United States of America,"Sinhalese Sports Club Ground, Colombo",United States of America,field,T20,2025/26,Pakistan,1,0,0.6022304832713755,0.5714285714285714,0.8,0.6,0.5,0.5,1.0,0.5,1,1,0.5395581392008886,0.4604418607991114,True,0.5395581392008886,LOW,2026,0.03080191184280412
2026-02-11,Australia,Ireland,"R Premadasa Stadium, Colombo",Australia,bat,T20,2025/26,Australia,1,1,0.5761904761904761,0.4647887323943662,0.0,0.6,1.0,0.0,1.0,0.0,1,1,0.6766469621592134,0.3233530378407866,True,0.6766469621592134,MEDIUM,2026,0.11140174379610995
2026-02-11,West Indies,England,"Wankhede Stadium, Mumbai",England,field,T20,2025/26,West Indies,1,0,0.4409090909090909,0.5566502463054187,0.4,1.0,0.4864864864864865,0.5135135135135135,0.5,0.5,1,0,0.35354339576761845,0.6464566042323816,False,0.6464566042323816,MEDIUM,2026,0.11574115539632779
2026-02-11,Qatar,Bahrain,"West End Park International Cricket Stadium, Doha",Bahrain,field,T20,2025/26,Qatar,1,0,0.5,0.6421052631578947,0.6,1.0,0.6,0.4,0.6875,0.6363636363636364,1,0,0.40201158823673916,0.5979884117632608,False,0.5979884117632608,LOW,2026,0.14210526315789473
2026-02-12,Sri Lanka,Oman,Pallekele International Cricket Stadium,Oman,field,T20,2025/26,Sri Lanka,1,0,0.4444444444444444,0.4895833333333333,0.4,0.6,0.5,0.5,0.4761904761904761,0.5,1,0,0.4422099533841455,0.5577900466158545,False,0.5577900466158545,LOW,2026,0.045138888888888895
2026-02-12,Nepal,Italy,"Wankhede Stadium, Mumbai",Italy,field,T20,2025/26,Italy,0,0,0.6138613861386139,0.6,0.8,0.2,0.5,0.5,0.0,0.5,0,1,0.5223774942133077,0.4776225057866923,False,0.5223774942133077,LOW,2026,0.013861386138613874
2026-02-12,India,Namibia,"Arun Jaitley Stadium, Delhi",Namibia,field,T20,2025/26,India,1,0,0.7004048582995951,0.6024096385542169,0.8,0.6,1.0,0.0,0.5,0.0,1,1,0.6656299277356066,0.3343700722643934,True,0.6656299277356066,MEDIUM,2026,0.09799521974537817
2026-02-13,Qatar,Bahrain,"West End Park International Cricket Stadium, Doha",Bahrain,field,T20,2025/26,Qatar,1,0,0.5094339622641509,0.6354166666666666,0.8,0.8,0.6666666666666666,0.3333333333333333,0.7058823529411765,0.5833333333333334,1,0,0.4746028613308663,0.5253971386691336,False,0.5253971386691336,LOW,2026,0.1259827044025157
2026-02-13,Canada,United Arab Emirates,"Arun Jaitley Stadium, Delhi",Canada,bat,T20,2025/26,United Arab Emirates,0,1,0.5857142857142857,0.55,0.8,0.2,0.0,1.0,0.5,0.5,0,0,0.4479512286172804,0.5520487713827196,True,0.5520487713827196,LOW,2026,0.0357142857142857
2026-02-13,United States of America,Netherlands,"MA Chidambaram Stadium, Chepauk, Chennai",Netherlands,field,T20,2025/26,United States of America,1,0,0.56,0.5272727272727272,0.4,0.4,0.0,1.0,0.5,0.5,1,0,0.3867550905373584,0.6132449094626415,False,0.6132449094626415,MEDIUM,2026,0.03272727272727283
2026-02-13,Zimbabwe,Australia,"R Premadasa Stadium, Colombo",Australia,field,T20,2025/26,Zimbabwe,1,0,0.419753086419753,0.5781990521327014,0.4,0.2,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1,0,0.42113653315912786,0.5788634668408721,False,0.5788634668408721,LOW,2026,0.1584459657129484
2026-02-14,Qatar,Bahrain,"West End Park International Cricket Stadium, Doha",Bahrain,field,T20,2025/26,Bahrain,0,0,0.5185185185185185,0.6288659793814433,0.8,0.6,0.7142857142857143,0.2857142857142857,0.7222222222222222,0.5384615384615384,0,1,0.5365254324831162,0.46347456751688376,False,0.5365254324831162,LOW,2026,0.1103474608629248
2026-02-14,New Zealand,South Africa,"Narendra Modi Stadium, Ahmedabad",South Africa,field,T20,2025/26,South Africa,0,0,0.5545851528384279,0.5402843601895735,0.4,0.6,0.3888888888888889,0.6111111111111112,0.0,0.5,0,0,0.3899659807547538,0.6100340192452463,True,0.6100340192452463,MEDIUM,2026,0.014300792648854421
2026-02-14,Scotland,England,"Eden Gardens, Kolkata",England,field,T20,2025/26,England,0,0,0.4942528735632184,0.553921568627451,0.4,0.8,0.5,0.5,0.5,0.0,0,0,0.4428553741785443,0.5571446258214556,True,0.5571446258214556,LOW,2026,0.05966869506423261
2026-02-14,Ireland,Oman,"Sinhalese Sports Club Ground, Colombo",Oman,field,T20,2025/26,Ireland,1,0,0.4615384615384615,0.4845360824742268,0.4,0.4,0.6666666666666666,0.3333333333333333,0.5,0.0,1,1,0.5675239346946834,0.43247606530531657,True,0.5675239346946834,LOW,2026,0.022997620935765295
2026-02-15,Nepal,West Indies,"Wankhede Stadium, Mumbai",West Indies,field,T20,2025/26,West Indies,0,0,0.6078431372549019,0.4434389140271493,0.6,0.6,0.6666666666666666,0.3333333333333333,0.0,1.0,0,0,0.45404104371399606,0.5459589562860039,True,0.5459589562860039,LOW,2026,0.1644042232277526
2026-02-15,United States of America,Namibia,"MA Chidambaram Stadium, Chepauk, Chennai",United States of America,bat,T20,2025/26,United States of America,1,1,0.5686274509803921,0.5952380952380952,0.6,0.4,1.0,0.0,1.0,0.5,1,1,0.68707644051272,0.31292355948728,True,0.68707644051272,MEDIUM,2026,0.026610644257703098
2026-02-15,Qatar,Bahrain,"West End Park International Cricket Stadium, Doha",Qatar,bat,T20,2025/26,Qatar,1,1,0.509090909090909,0.6326530612244898,0.6,0.6,0.625,0.375,0.6842105263157895,0.5714285714285714,1,1,0.5030567763271768,0.4969432236728232,True,0.5030567763271768,LOW,2026,0.1235621521335808
2026-02-15,India,Pakistan,"R Premadasa Stadium, Colombo",Pakistan,field,T20,2025/26,India,1,0,0.7016129032258065,0.6037037037037037,0.8,1.0,0.8,0.2,0.3333333333333333,0.5,1,0,0.4858750994797886,0.5141249005202114,False,0.5141249005202114,LOW,2026,0.09790919952210275
2026-02-16,Australia,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,field,T20,2025/26,Sri Lanka,0,0,0.5754716981132075,0.4471153846153846,0.2,0.4,0.6,0.4,0.25,0.5,0,1,0.5178121295687634,0.48218787043123656,False,0.5178121295687634,LOW,2026,0.12835631349782295
2026-02-16,England,Italy,"Eden Gardens, Kolkata",England,bat,T20,2025/26,England,1,1,0.5560975609756098,0.6111111111111112,0.8,0.4,0.5,0.5,0.5,0.0,1,1,0.5534467065608326,0.4465532934391674,True,0.5534467065608326,LOW,2026,0.055013550135501355
2026-02-17,Scotland,Nepal,"Wankhede Stadium, Mumbai",Nepal,field,T20,2025/26,Nepal,0,0,0.4886363636363636,0.6019417475728155,0.2,0.4,0.5,0.5,0.5,0.0,0,1,0.5148397149841076,0.48516028501589237,False,0.5148397149841076,LOW,2026,0.1133053839364519
2026-02-17,Canada,New Zealand,"MA Chidambaram Stadium, Chepauk, Chennai",Canada,bat,T20,2025/26,New Zealand,0,1,0.5774647887323944,0.5521739130434783,0.6,0.4,0.5,0.5,0.5,1.0,0,0,0.49057644744686535,0.5094235525531347,True,0.5094235525531347,LOW,2026,0.02529087568891608
2026-02-18,Pakistan,Namibia,"Sinhalese Sports Club Ground, Colombo",Pakistan,bat,T20,2025/26,Pakistan,1,1,0.6014760147601476,0.5882352941176471,0.8,0.2,1.0,0.0,1.0,0.5,1,1,0.73416263806751,0.26583736193248997,True,0.73416263806751,HIGH,2026,0.01324072064250048
2026-02-18,India,Netherlands,"Narendra Modi Stadium, Ahmedabad",India,bat,T20,2025/26,India,1,1,0.7028112449799196,0.5225225225225225,0.8,0.2,1.0,0.0,1.0,0.5,1,1,0.7584149808487152,0.24158501915128483,True,0.7584149808487152,HIGH,2026,0.18028872245739713
2026-02-18,United Arab Emirates,South Africa,"Arun Jaitley Stadium, Delhi",South Africa,field,T20,2025/26,South Africa,0,0,0.5537190082644629,0.5424528301886793,0.2,0.8,0.5,0.5,1.0,1.0,0,0,0.43588480277711894,0.5641151972228811,True,0.5641151972228811,LOW,2026,0.011266178075783562
2026-02-19,West Indies,Italy,"Eden Gardens, Kolkata",Italy,field,T20,2025/26,West Indies,1,0,0.4459459459459459,0.5945945945945946,0.8,0.4,0.5,0.5,0.25,0.0,1,0,0.49763264055651735,0.5023673594434827,False,0.5023673594434827,LOW,2026,0.14864864864864874
2026-02-19,Sri Lanka,Zimbabwe,"R Premadasa Stadium, Colombo",Sri Lanka,bat,T20,2025/26,Zimbabwe,0,1,0.4497607655502392,0.4233128834355828,0.6,0.6,0.7,0.3,0.3846153846153846,0.5,0,1,0.5017165868629225,0.49828341313707747,False,0.5017165868629225,LOW,2026,0.026447882114656374
2026-02-20,Oman,Australia,Pallekele International Cricket Stadium,Australia,field,T20,2025/26,Australia,0,0,0.4795918367346938,0.5727699530516432,0.4,0.2,0.0,1.0,0.0,0.2,0,0,0.3744226473323104,0.6255773526676895,True,0.6255773526676895,MEDIUM,2026,0.09317811631694944
2026-02-22,England,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,field,T20,2025/26,England,1,0,0.558252427184466,0.4476190476190476,0.8,0.6,0.7647058823529411,0.2352941176470588,0.6666666666666666,0.5217391304347826,1,1,0.572012245534211,0.42798775446578896,True,0.572012245534211,LOW,2026,0.11063337956541841
2026-02-22,South Africa,India,"Narendra Modi Stadium, Ahmedabad",South Africa,bat,T20,2025/26,South Africa,1,1,0.5446009389671361,0.704,0.8,1.0,0.3823529411764705,0.6176470588235294,0.6666666666666666,1.0,1,0,0.3398706235286948,0.6601293764713052,False,0.6601293764713052,MEDIUM,2026,0.15939906103286383
2026-02-23,West Indies,Zimbabwe,"Wankhede Stadium, Mumbai",Zimbabwe,field,T20,2025/26,West Indies,1,0,0.4484304932735426,0.4268292682926829,1.0,0.6,0.75,0.25,1.0,0.5,1,1,0.5836962329816474,0.4163037670183526,True,0.5836962329816474,LOW,2026,0.0216012249808597
2026-02-24,Pakistan,England,Pallekele International Cricket Stadium,Pakistan,bat,T20,2025/26,England,0,1,0.6029411764705882,0.5603864734299517,0.8,0.8,0.3103448275862069,0.6896551724137931,1.0,0.7142857142857143,0,0,0.4402453822816396,0.5597546177183603,True,0.5597546177183603,LOW,2026,0.042554703040636466
2026-02-25,Bhutan,Bahrain,"Terdthai Cricket Ground, Bangkok",Bhutan,bat,T20,2025/26,Bahrain,0,1,0.3846153846153846,0.6262626262626263,1.0,0.4,0.0,1.0,0.1428571428571428,0.5,0,0,0.3247031491436266,0.6752968508563735,True,0.6752968508563735,MEDIUM,2026,0.24164724164724172
2026-02-25,Japan,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field,T20,2025/26,Japan,1,0,0.6521739130434783,0.3818181818181818,0.2,0.0,0.6666666666666666,0.3333333333333333,0.4,0.4166666666666667,1,1,0.6601152206920833,0.3398847793079167,True,0.6601152206920833,MEDIUM,2026,0.2703557312252965
